	comment
3816	['близкий', 'время', 'машина', 'стать', 'основный', 'боевой', 'танк', 'вооружённый', 'сила', 'страна', 'парад', 'го', 'год', 'мощь', 'генерал', 'й', 'секунда', 'красава', 'иметь', 'аналог', 'мир', 'говорить', 'танк', 'сегодня', 'это', 'всё', 'обман', 'фикция', 'распиливать', 'бюджет', 'армата', 'украина', 'зато', 'сколько', 'недвижимость', 'появиться', 'генерал', 'чиновник']
3817	['эшелон', 'танк', 'производство', 'конец', 'х', 'год', 'писать', 'направляться', 'война', 'украина']
3818	['л', 'армата', 'рускай', 'армия']
3819	['написать', 'потеря', 'представить', 'реалия', 'деревянный', 'голова', 'собираться', 'рассказывать', 'реалия', 'просто', 'прикинуть', 'нахрен', 'потеря']
3820	[]
3821	['зе', 'самолёт', 'лететь', 'бомба', 'лететь', 'какать', 'оказаться', 'байден', 'подниматься', 'пол', 'стреляли…']
3822	[]
3823	['ахахи', 'путать', 'оригинал', 'фейк', 'свой']
3824	['кремлёбот']
3825	['это', 'опубликовать']
3826	['проблема', 'кроме', 'ваш', 'безнадёга', 'аргументация', 'возражение', 'тема', 'отработать', 'серебряник', 'троллинг', 'риа']
3827	['…знать', 'наш', '✊🇷🇺']
3828	['🎤', '❌❌❌🇷🇺', 'сквозь', 'год', 'сквозь', 'год', 'лететь', 'ангел', 'загорелый', 'спина', 'вернуть', 'музыку…', 'музыка', 'тоска…', 'расстаться', 'остаться', 'наш', 'музыка', 'сквозь', 'год', 'сквозь', 'год', 'лететь', 'ангел', 'загорелый', 'спина', 'вернуть', 'музыку…', 'музыка', 'тоска…', 'расстаться', 'остаться', 'наш', 'музыка', 'музыка', 'музыка', 'музыка']
3829	['каждый', 'день', 'писать', 'учебник', 'напечатать']
3830	['болеть', 'наш', 'ради', 'свой', 'жизнь', 'рисковать', 'преед']
3831	['мирный', 'человек', 'бомбить', 'каждый', 'день', 'рассказать', 'хотеть', '🤔']
3832	['…как', 'бомбить', 'укр', 'это', 'знать']
3833	['смотреть', '🐖🇺🇦', '🐷', '👎', '🏿👎🏿👎🏿']
3834	['пурфа', 'просто', 'вечерний', 'высера', '🤔']
3835	['разбомбить', 'мирный', 'русский', 'лишний', 'боеприпас', 'тратить', 'попусту', 'вооружённый', 'враг']
3836	['проснуться', 'идти', 'поспать', 'ещё', 'ребёнок', 'донецк', 'хотеть', 'вспоминать', 'рассказывать', 'зря', 'ум', 'прибавиться']
3837	['скакуас', 'пиндостан', 'твориться', 'процентный', 'ставка', 'поднять', 'видимо', 'скакуасам', 'скоро', 'урезать', 'пайка', '🤣🤣🤣']
3838	['гастер', 'беспилотник', 'нейтральный', 'пространство']
3839	['домой', 'отправить', 'зеленский', 'нужный', 'народ']
3840	['это', 'ботярый']
3841	['амер', 'обидеться', '🤣🤣', 'кстати', 'это', 'процентный', 'ставка', 'поднять', 'курс', '🤔']
3842	['судить', 'видео', 'перехватывать', 'ох', 'нно', '👍👍👍']
3843	['…ювелирный', 'работа']
3844	['профессионально', 'молодец', '💪🇷🇺']
3845	['российский', 'истребитель', 'бортовый', 'вооружение', 'применять', 'беспилотный', 'летательный', 'аппарат', 'контакт', 'вступать', 'благополучно', 'вернуться', 'аэродром', 'базирование', 'подытожить', 'российский', 'оборонный', 'ведомство']
3846	['бпнуть', 'попасть', 'турбулентный', 'след', 'потерять', 'управление', 'сша', 'использовать', 'момент', 'решиня', 'напраавить', 'вода', 'цель', 'дискредитация', 'россия', 'голова', 'думать']
3847	['грамотный', 'манёвр', 'бпнуть', 'пучина', 'море', 'считать', 'сбивать', 'скандал', 'сша', 'начинать']
3848	['показать', 'очередной', 'мастер', 'класс', 'пилотирование', 'гордиться']
3849	['наш', 'песня', 'хороший', 'начинать', 'сначала', '🤣🤣']
3850	['…зря', 'стараться', 'читать']
3851	['твой', 'песня', '😉']
3852	['опанька', 'украина', 'зелёный', 'даниил', 'ильич', 'терпить', 'известный', 'атаман', 'зелёный', 'год', 'успеть', 'повоевать', 'против', 'отзыв', 'современник', 'немой', 'крайне', 'противоречивый', 'метание', 'зелёный', 'найти', 'объяснение', 'внимательно', 'изучить', 'обстановка', 'время']
3853	['ржать', 'крамер', 'парочка', 'ещё', 'дурачок', '👍', '🤣🤣🤣🤣🤣🤣🤣🤣']
3854	['алень', 'голос']
3855	['стон', 'хрипнуть', 'писк']
3856	['сразу', 'прибежать', 'поскулить', '🤣🤣🤣', '😁']
3857	['…скулить', 'одиночество']
3858	['аккаунт', 'заблокировать', 'страница', 'заморозить', 'ой', 'понятно', '🤣🤣🤣']
3859	['очееень', 'вссс', 'ой', 'вк', 'аккаунт', 'заблокировать', 'страница', 'заморозить', 'ой', 'понятно', '🤣🤣🤣очеень', 'который', 'страница', 'заморозить', '🤣', '☝удалёнка', 'друг', 'пока', '🤣☝']
3860	['молодец', 'русский', 'лётчик', '👍🇷🇺🇷🇺🇷🇺', '💪💪💪', '🔥🔥🔥👍👍']
3861	['керосин', 'море', 'рыбка', 'верх', 'живот', '🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦', '😃😃😃😃', '💪💪💪💪']
3862	['🤣🤣🤣']
3863	['крамер', 'обещать', 'визг', '🇺🇦', '🐷🐷🐷']
3864	['плевать', 'рыбка']
3865	['думать', 'зайти', 'чужой', 'платформа', 'раскидывать', 'символиу', 'нормально', 'это', 'выглядеть', 'жалко', 'словно', 'просто', 'хотеться', 'заметить']
3866	[]
3867	[]
3868	['жалкий']
3869	[]
3870	['возможно', 'понимать', 'будущее', 'ждать', 'работа', 'наслаждаться', 'пока', 'мочь']
3871	['рассказать', 'санкция', 'послать', 'польза']
3872	[]
3873	['польза', 'белок', 'пойти', '🤣']
3874	[]
3875	['это', 'рассказать', '⤵']
3876	['это', 'картинка', 'российский', 'гос', 'дума', 'похоже']
3877	['бандеровский', 'сраду', 'похожий', 'это']
3878	['бандерошвайн']
3879	['почему', 'похоже', 'похоже', 'украинский', 'российский']
3880	[]
3881	['переживать', 'волноваться', 'дело']
3882	['удача', '😏']
3883	['дед', 'напасть', 'нищета', 'разруха', 'действительно', 'угрожать', 'наш', 'страна', 'это']
3884	['вусраиньський', 'нищета', 'разруха', 'никто', 'волновать']
3885	['ваш', 'угрожать', 'геноцид', 'долг', 'сотня', 'год', 'одуматься']
3886	['нечего', 'думать']
3887	['думать', 'рефлекс', 'остаться', 'лишь', 'скакать', 'орать', 'воровать', 'врать', 'кататься', 'единорог', 'ещё', 'подставлять', 'пятый', 'точка', 'ибо', 'дюже', 'гостеприимный']
3888	['твой', 'зель', 'ещё', 'дед', 'красиво', 'всё', 'сделать', 'живить', 'хотеть']
3889	['оно', 'страна', 'твой', 'черепной', 'коробка', 'мозг', 'отсутствовать', 'это', 'настоящий', 'гора']
3890	['савченко', 'определиться', 'страна', 'настигнуть', 'нищета']
3891	['говорить', 'значить', 'волновать']
3892	['думать', 'дед', 'нищета', 'разруха', 'знать', 'сомневаться', 'её', 'кремль', 'нету']
3893	['решить', 'это', 'зель', 'почему', 'приписывать', 'человек', 'чей', 'мнение', 'отличаться', 'ваш', 'гражданство', 'украина']
3894	['кроме', 'пропагандировать', 'война', 'ничто', 'заниматься', 'это', 'знать']
3895	['приоритет', 'развитие', 'дворец', 'яхта', 'война']
3896	['свыня', 'бот', 'новый', 'украинский', 'олигарх', '🤣🤣🤣🤣']
3897	['самолайкер🇺🇦', '🐷', '💩', '🖕🖕🖕ть', 'бан']
3898	[]
3899	[]
3900	['🐐', 'страна', 'козёл', 'отпуще́ние', 'иначе', 'называться', '«азазель»', 'иудаизм', 'особый', 'животное', 'который', 'символический', 'возложение', 'грех', 'народ', 'отпускать', 'пустыня', 'обрекать', 'мучительный', 'смерть', 'обряд', 'исполняться', 'праздник', 'йом', 'киппур', 'лев', 'время', 'иерусалимский', 'храм', 'н', 'э', 'н', 'ритуал', 'описать', 'ветхий', 'завет', 'лев']
3901	['🐐', 'толкование', 'матфей', 'григорий', 'пал', '−', 'собраться', 'пред', 'народ', 'отделить', 'пастырь', 'отделять', 'овца', 'козлов', '«овцами»', 'называть', 'праведный', 'кроткий', 'добрый', 'ходить', 'гладкий', 'проложить', 'путём', 'добродетель', 'уподобиться', 'ибо', 'наименовать', 'агнец', 'пророк', 'креститель', 'говорящий', '«се', 'агнец', 'божий', 'вземляйя', 'грех', 'мира»', 'ин', '«козлищами»', 'именовать', 'грешник', 'наглый', 'беспутный', 'сбрасывать', 'обрыв', 'грех', 'первый', 'делать', 'правый', 'дело', 'поставить', 'правый', 'сторона', 'который', 'таков', 'оный', 'левый', 'сторона']
3902	['кабинет', 'война']
3903	['бедно', 'украинский', 'миллионер', 'сравнение', 'россия', 'нищий', 'россия', 'воровать', 'понимать', 'сразу', 'становиться', 'миллиардер']
3904	['радость']
3905	['скучно', 'жить', '😩', '😆😆']
3906	['б', 'йген', 'рулеть', 'рулеть', 'динозябра', 'з', 'жить']
3907	['нахваливать', 'проблема', 'довольный', 'зарплата']
3908	['это', 'работать', 'отчёт', 'основный', 'рассказывать', 'сделать', 'успеть', 'бывать', 'взлёт', 'падение']
3909	['оно', 'страна', 'всё', 'свой', 'претензия', 'адрес', 'записать', 'листочек', 'сделать', 'самолётик', 'лететь', 'х', 'счастливый', 'полёт', 'твой', 'пассажир']
3910	['наоборот', 'проблема', 'скорее', 'мёртвый', 'россия', 'поставить', 'задача', 'который', 'скоро', 'выполнить']
3911	['мамка', 'свой', 'говорить']
3912	['каждый', 'вопрос', 'поднимать', 'который', 'решить']
3913	['заранее', 'подготовить', 'спланировать', 'вопрос', 'парламентарий', 'ответить']
3914	['…вперёд', 'россия', 'славиться', 'отечество']
3915	['посмотреть', 'мишустин', 'сообщить', 'каждый', 'похвастаться', 'россия', 'давно', 'стоить', 'место']
3916	['человек', 'который', 'оправдывать', 'свой', 'нахождение', 'должность', 'наш', 'экономика', 'это', 'заметно']
3917	['страна', 'справляться', 'любой', 'труднастя', 'который', 'ложаться', 'наш', 'плечо']
3918	['щоба', 'россия', 'вперёд', 'вперёд', 'щоба', 'производство', 'страна', 'бензоколонка', 'свой', 'вассал']
3919	['трудность', 'весь', 'страна', 'испоганить', 'коррупция', 'кругом', 'производство']
3920	['родина', 'это', 'всё', 'нужно', 'болеть', 'наш', 'страна', 'наш', 'отважный', 'воин', 'передовой']
3921	['самара', 'гореть', 'достопримечательность', 'город', 'дом', 'челышев', 'пересечение', 'красноармейский', 'ленинский']
3922	['сегодня', 'гореть', 'запорожье', 'пепео', 'працюе', '🤣🤣🤣']
3923	['причём', 'запорожье', 'самара']
3924	['причём', 'обычный', 'пожар', 'жилой', 'дом', 'свыня', 'бот', 'решить', 'позлорадствовать']
3925	['даня', 'самара', 'мир', 'это', 'паника', 'гегемон', 'сша', 'набросать', 'инфомусор', 'сми', 'отвлечь', 'народ', 'визит', 'товарищ', 'си', 'москва', 'нужный', 'шумиха', 'перебить', 'новость', 'взрыв', 'трубопровод', 'гейропеец', 'пиндос', 'наглосакс', 'психануть', 'перекрыть', 'канал', 'поставка', 'беспризорный', 'ребёнок', 'детдом', 'донбасс', 'педофил', 'чёрный', 'трансплантолог', 'запад', 'страшный', 'сон', 'сша…формирование', 'глобальный', 'союз', 'россия', 'китай', '–', 'страшный', 'сон', 'несколько', 'поколение', 'американский', 'дипломат', 'многое', 'именно', 'удачно', 'внести', 'раскол', 'советский', 'союз', 'кнр', 'х', 'привести', 'триумфальный', 'победа', 'западный', 'блок', 'холодный', 'война', 'нынешний', 'укрепление', 'русско', 'китайский', 'сотрудничество', '–', 'самый', 'серьёзный', 'вызов', 'система', 'американский', 'гегемония', 'прошлое', 'столетие', 'похоже', 'коллективный', 'запад', 'действительно', 'нечего', 'ответить', 'кроме', 'угроза', 'истерик', 'российско', 'китайский', 'отношение', 'являться', 'хороший', 'история', 'связь', 'страна', 'взаимодействие', 'страна', 'международный', 'арена', 'являться', 'важный', 'фактор', 'обеспечение', 'стабильность', 'международный', 'дело', 'сша', 'деньга', 'выдержаться', 'русский', 'мат']
3926	['россия', 'истерита', 'насчёт', 'урановый', 'снаряд', 'нато', 'попасть', 'точка', '😂', 'истерик', 'это', 'снаряд', 'танк', 'гаубица', 'пушка', 'значит', 'снаряд', 'насыщать', 'радиоактивный', 'уран', 'наш', 'белгородский', 'курский', 'область', 'возможно', 'курортный', 'крым', 'хотеть', 'плодородный', 'оккупировать', 'земля', 'идти', 'бой', 'выращивать', 'пшеничка', 'нежданчик', 'радиоактивный', 'уран']
3927	['скакуас', 'отредачил', 'нессать', 'немного', 'львитя', 'исчезнуть', '🤣🤣🤣', '🤣🤣🤣', '🐷🐷🐷']
3928	['скорее', 'точка', 'поставить', 'использовать', 'данный', 'тип', 'боеприпас']
3929	['нужно', 'отвечать', 'просто', 'жалоба', 'спам', 'всё']
3930	['путин', 'предусмотреть', 'мочь']
3931	['попадать', 'снаряд', 'танк', 'весь', 'мужской', 'экипаж', 'импотент', 'радиация', '😃']
3932	['нажимать', 'дружно', 'пожаловаться', 'экстремизм', 'мошенничество', 'комментарий', 'профиль', 'ципсо🇺🇦', '🐷', '💩', '🖕🖕🖕', 'бан']
3933	['сразу', 'сделать']
3934	['хвостик', 'свинячий', 'беседовать', '🤣🤣🤣']
3935	['сначала', 'облучить', 'экипаж', 'который', 'стрелять', 'снаряд', 'партия', 'тупо', 'закинжалить', 'львить', 'вообще', 'крутятяк']
3936	['выразить', 'крайний', 'озабоченность']
3937	['это']
3938	['правда', 'проявить', 'это', 'забоченность', 'хорочий', 'сотруднить', 'имя', 'сармат']
3939	['это', 'закончиться', 'всё', 'идти', 'уничтожение', 'жизнь', 'земля', 'говорить', 'ванг', 'живой', 'завидовать', 'мёртвый']
3940	['выразить', 'озабоченность', 'обогатить', 'уран']
3941	['ванг', 'говорить', 'немного', 'иначе', 'говорить', 'дать', 'остановить', 'россия', 'весь', 'сместить', 'свой', 'путь', 'стать', 'властелин', 'мир']
3942	['ещё', 'выразить', 'сей', 'выразить', 'британия', 'карта', 'мир', 'вечно', 'исчезнуть', 'всё', 'идти']
3943	['красный', 'линия']
3944	['говорить', 'вода', 'стать', 'отрава', 'особо', 'верить', 'сбываться', 'плохой']
3945	['россия', 'иметь', 'хороший', 'вооружение', 'готовый', 'дать', 'ответ', 'запад', 'который', 'заниматься', 'эскалация', 'конфликт']
3946	['рф', 'снаряд', 'думать', 'хотеть', 'применять', 'волк', 'жить', 'волчий', 'выть']
3947	['заявление', 'мидовский', 'журналюшка', 'стоить', '🤣']
3948	['ждать']
3949	['говорить', 'псак', 'вспомнить', 'аж', 'везде', 'псак', '😂😂😂']
3950	['бумеранг', 'промахиваться', 'поэтому', 'возвращаться', '🤣']
3951	['давно', 'смеяться', 'баян', 'классика']
3952	['балаболить', 'получаеться', '🤣']
3953	[]
3954	['😀😀😀']
3955	['маша', 'рубль', 'наш', '🤣', '🤑']
3956	['😀😀😀']
3957	['🤣🤣🤣', '👍']
3958	['мид', 'думать', 'сво', 'начинать']
3959	[]
3960	['именно', 'начать', 'год', 'давно', 'крещатник', 'пиво', 'пить']
3961	['сво', 'начаться', 'просьба', 'донбасс', 'остановить', 'война', 'который', 'развязать', 'украина', 'год', 'назад', 'напасть', 'донбасс', 'устроить', 'геноцид', 'собственный', 'народ']
3962	['господь', 'объяснить', 'сегодня', 'обеднить', 'уран', 'радиоактивный']
3963	['рассказать', 'это', 'иракец', 'который', 'познать', 'последствие', 'применение', 'обеднить', 'уран']
3964	['сайт', 'слабо', 'посмотреть', '⏬', 'снаряд', 'обеднить', 'уран', 'попадание', 'пробивать', 'отверстие', 'цель', 'сгорать', 'распадаться', 'крошечный', 'частица', 'распространяться', 'атмосфера', 'вдыхание', 'заглатывание', 'попадать', 'организм', 'человек', 'вызывать', 'катастрофический', 'повреждение', 'вследствие', 'внутренний', 'облучение', 'отравление', 'тяжёлый', 'металл', 'радиоактивный', 'загрязнение', 'длиться', 'век', 'превращать', 'местный', 'население', 'хибакаться', '–', 'жертва', 'ядерный', 'бомбардировка']
3965	['обмочиться']
3966	['почитать', 'ребёнок', 'рождаться', 'югославия', 'бомбардировка', 'снаряд', 'понять', 'это', 'экология', 'ваш', 'страна', 'отразиться']
3967	['захаров', 'физик', 'медик']
3968	['захаров', 'спикер', 'мид', 'должность', 'положить', 'освещать', 'тема']
3969	['🤣']
3970	['никто', '🤣']
3971	[]
3972	['писатель']
3973	['выкопать', 'убить']
3974	['эт', 'мнение', 'наш', 'спикер', 'мид']
3975	['давно', 'смеяться', 'баян', 'классика']
3976	['🐷', '🤡']
3977	['нахеракать', 'англия', 'уран', 'просто', 'поле', 'вредный', 'веть']
3978	['👍']
3979	['вредный', 'ещё', 'википедия', '⏬', 'снаряд', 'обеднить', 'уран', 'попадание', 'пробивать', 'отверстие', 'цель', 'сгорать', 'распадаться', 'крошечный', 'частица', 'распространяться', 'атмосфера', 'вдыхание', 'заглатывание', 'попадать', 'организм', 'человек', 'вызывать', 'катастрофический', 'повреждение', 'вследствие', 'внутренний', 'облучение', 'отравление', 'тяжёлый', 'металл', 'радиоактивный', 'загрязнение', 'длиться', 'век', 'превращать', 'местный', 'население', 'хибакаться', '–', 'жертва', 'ядерный', 'бомбардировка']
3980	['месть', 'подавать', 'холодный', 'это', 'второе', 'думать', 'ответ', 'изящный']
3981	['радиоактивный', 'заражение', 'век', 'вредный', 'возгорание', 'экипаж', 'танк', 'всё', 'равно']
3982	['британский', 'армия', 'использовать', 'обеднить', 'уран', 'свой', 'бронебойный', 'снаряд', 'протяжение', 'десятилетие', 'это', 'стандартный', 'компонент', 'иметь', 'общий', 'ядерный', 'оружие', 'возможность']
3983	['обалдеть', 'коммент']
3984	['видимо', 'применить']
3985	[]
3986	['борис', 'джонсон', 'узнать', '🤣', 'самолайк']
3987	['застрять', 'голова', 'разминирование', 'подлежать', '😀😀😀😀']
3988	['это', 'непоправимый', 'ущерб', 'здоровье', 'это', 'онкология']
3989	['боеголовка', 'обогощёный', 'уран', 'страшно']
3990	['пусть', 'огород', 'прилететь', 'дб']
3991	['прилететь', 'украинец', 'наш', 'территория', 'бомбить']
3992	['чета', 'пол', 'красный', 'линия', 'забыть', 'сказать', 'классика']
3993	['точечный', 'удар', 'центр', 'принятие', 'решение', 'мелкобритания']
3994	[]
3995	['очень', 'славно', 'столько', 'проблема', 'решиться']
3996	['ещё', 'крутой', 'ядерный', 'боеголовка', 'вдарить', 'великобритания', 'затем', 'америка']
3997	['химический', 'оружие', 'рука', 'укрофашист', 'это', 'страшно', 'мочь', 'развязать', 'мировой', 'война']
3998	['надеяться', 'народ', 'украина', 'европейский', 'понять', 'это', 'запад', 'геноцид', 'утсраивать', 'будущее', 'хотеть', 'болеть', 'смертельный', 'болезнь']
3999	['россия', 'террорист', 'поступать', 'терпеть', 'стать']
4000	['хотеться', 'россия', 'видимо', 'отличие', 'многий', 'осознать', 'опасность', 'оружие', 'пообный', 'делать', 'стать']
4001	['ляля', 'ля', 'тополь', 'пол', 'мир', 'смеяться', 'запод', 'знаетпоныть', 'даперестать', 'достоинство', 'ядерный', 'держава', 'должный', 'побаивиться', 'бояться', 'дать', 'урок', 'никто', 'сша']
4002	['это']
4003	['понятно', 'ещё', 'право', 'человек', 'глава', 'государство', 'рф', 'попасть', 'международный', 'трибунал', 'военный', 'преступление', 'это', 'клеймо', 'жизнь', 'позор', 'преступление', 'ничто', 'смыть']
4004	['редачка', '🤣', '☝']
4005	[]
4006	['долго', 'редачить', '💩']
4007	['судья', 'суд', 'розыск', 'интерпола🇺🇦', '🤡']
4008	['понятно', 'почему', 'её', 'блокировать', 'куча', 'человек', 'пожаловаться', 'её', 'страница']
4009	['орбан', 'трибунал', 'писать', 'ложь', 'жить', 'рф', 'попасть', 'отдел', 'борьба', 'экстримизм']
4010	['международный', 'судья', 'иметь', 'иммунитет', 'список', 'интерпол']
4011	['обрадовать']
4012	['надолго', 'свет', 'включить']
4013	['белгород', 'жить', 'далеко', 'граница', 'украина']
4014	['венгрия', 'методичка', 'спустить', 'кремль']
4015	['спустить', '🤣']
4016	['опустить']
4017	['опустить']
4018	['вероятно', '🤣']
4019	['спустить', 'щёчка']
4020	['венгр', 'ваш', 'логика', 'должный', 'слушать', 'указать', 'сша']
4021	['щёчка', 'спустить', '😁']
4022	['методичка', 'чесать', 'решить', '😀', 'бот', 'венгр', 'серб', 'китаец', 'русский', 'белорус', 'иметь', 'смелость', 'заявлять', 'свободный', 'точка', 'зрение']
4023	['согласный', 'время', 'франция', 'фигачат', 'человек', 'резиновый', 'пуля', 'вода', 'холодный', 'погода', 'поливать', 'избивать', 'прямо', 'собака', 'натравливать', 'рука', 'грызть', 'чело', 'каждый', 'наш', 'подавлять', 'несанкционированный', 'протест', 'либер', 'хором', 'выражать', 'озабоченность', 'обвинять', 'право', 'либер', 'меньшинство', 'наш', 'страна', 'право', 'свергать', 'власть', 'стадо', 'право', 'совершать', 'очередной', 'цветной', 'революция', 'пусть', 'выйти', 'это', 'большинство', 'это', 'активный', 'радикальный', 'меньшинство']
4024	['дед', 'идти', 'врач', 'сходить', 'терапевт', 'назначить', 'система', 'прокапаешся', 'рассыпаться']
4025	['путин', 'вообще', 'никак', 'смущать', 'человек', 'войско', 'страна', 'ввести']
4026	['уууа', 'ципёс', 'бот', '🤣']
4027	['путин', 'защитить', 'русский', 'это', 'спасибо', 'жаль', 'поздно', 'начать', 'сво', 'год', 'ранний']
4028	['🐽вы', 'просить', 'забыть']
4029	['ввести', 'просьба', 'донбасс', 'остановить', 'война', 'который', 'развязать', 'украина', 'год', 'назад', 'напасть', 'донбасс', 'устроить', 'геноцид', 'собственный', 'народ']
4030	['штат', 'вводить', 'это', 'никто', 'смущать']
4031	['троль', 'нерусский']
4032	['плохой', 'делать']
4033	['это', 'это', 'страна', 'путин', 'дом', 'порядок', 'наводить']
4034	['вспомнить', 'глава', 'республика', 'лднр', 'обратиться', 'помощь', 'россия']
4035	['сильно', 'смущать', 'россия', 'встать', 'защита', 'народ', 'нацист', 'жить', 'европа']
4036	['гаага', 'барабанить', 'канвас']
4037	[]
4038	['кончить', 'наркоман', 'побить', 'спортсмен', 'смешно', '🤦\\', '♂']
4039	['ой', 'наркоман', 'смешить', 'мочь', 'сильный', 'победить', 'обкакаяться']
4040	['канвас', 'ослик']
4041	['зелёный', 'слоник', 'страна', 'диллер', 'зелебоб', 'затариваешся', 'поставщик', 'разный']
4042	['скоро', 'зелефюрер', 'уйти', 'свет']
4043	[]
4044	['глава', 'мид', 'венгрия', 'чу', 'чело', 'огородный', 'песчинка', 'иметь', 'никакой', 'вес', 'всё', 'говорить', 'сродни', 'лай', 'обычный', 'дворняга', 'двор', 'ахахахха']
4045	['захотеть', 'югославия']
4046	['риснуть']
4047	['💩', 'твой', 'родитель', '🐷🐷']
4048	['америка', 'побояться', 'обстреливать', 'бомбить', 'сразу', 'прилететь', 'хилый']
4049	['венгрия', '🤣', '🤣', '🤣', '🤣']
4050	['основание', 'венгрия', 'получать', 'удар', 'югославия']
4051	['кретин']
4052	['венгрия', 'тааак', 'угрожать', 'европа', 'приплести', 'югославия']
4053	['россия', 'разный', 'оружие', 'молчать', 'терпеть', 'сша', 'стать', 'просто', 'поставить', 'её', 'место', 'ия', 'навсегда']
4054	['удивиться', 'оказаться', 'путин', 'купить', 'правительство', 'венгрия', 'потрахи', 'знакомый', 'который', 'венгрия', 'жить', 'знать', 'выборы', 'также', 'россия', 'последний', 'время', 'фальсифицироваться', 'орбан', 'путин', 'научиться', 'сохранять', 'власть']
4055	['чушь', 'нести', 'отмазка', 'нелепый', 'против', 'гегемония', 'сша', 'сразу', 'путин', 'купить', 'друг', 'путин', 'далее', 'нелепый', 'хрень', 'житель', 'франция', 'гремания', 'митинговать', 'выход', 'нато']
4056	['поговорить', 'факт']
4057	['значит', 'америкос', 'продешевить', 'деньга', 'видимо', 'хватать', '🤣🤣🤣', '🐷']
4058	['мелить', 'чепуха']
4059	['купить', 'молодец', 'существовать', 'международный', 'отношение', 'либо', 'покупать', 'либо', 'заставлять', 'делать', 'нужно', 'страна']
4060	['🤮']
4061	['оно', 'страна', 'варка', 'суп', 'добавляться', 'лавровый', 'лист', 'литр', 'жидкость']
4062	['оно', 'страна', 'купить', 'слон', 'наложить', 'вето', 'ве́тый', 'лата', '«запрещаю»', 'право', 'означать', 'полномочие', 'лицо', 'группа', 'лицо', 'односторонний', 'порядок', 'заблокировать', 'принятие', 'иной', 'решение']
4063	['сша', 'покупать', 'десяток', 'страна', 'ещё', 'шантажировать', 'европа']
4064	['америка', 'влезать', 'страна', 'пытаться', 'свой', 'порядок', 'устроить', 'её', 'нуджный', 'наказать']
4065	['согласный']
4066	['список', 'страна', 'который', 'пострадать', 'америка', 'собраться', 'нужно', 'просто', 'взять', 'долгий', 'год', 'изолировать', 'ииначе', 'продолжить', 'страна', 'страдать']
4067	['пригожин', 'выкатить', 'американец', 'шикарный', 'идея']
4068	['ципсоха', 'разойтись', 'шутка', '😁']
4069	['ага']
4070	['понимать', 'монах', 'право', 'аренда', 'проблема', 'это', 'обычный', 'практика', 'арендодатель', 'продлевать', 'срок', 'аренда', 'настоящий', 'веровать', 'человек', 'разница', 'служить', 'бог']
4071	['лайк', 'ставить']
4072	['лайкнуть', 'ципсо', 'зп', 'дать']
4073	['ещё', 'оценить', 'глупость']
4074	['мощь', 'святой', 'монах', 'помешать']
4075	['отношение', 'монах', 'иметь', 'мощь', 'охранять', 'чтоль']
4076	['храм', 'ходить', 'бог', 'верить', 'казаться', 'ситуация', 'нормальный']
4077	['право', 'аренда', 'храм', 'арендовать', 'говорить', 'глупость', 'просто', 'провославный', 'человек', 'украина', 'должный', 'дать', 'бог', 'пасха', 'отметить']
4078	['замёрзнуть', 'трасса']
4079	['настоящий', 'веровать', 'верить', 'креститься', 'вместе', 'молиться', 'называть', 'свой', 'брат', 'сестра', 'предать', 'общество', 'который', 'совершать', 'таинство', 'свой', 'молитва', 'значит', 'предать', 'обращать', 'свой', 'молитва']
4080	['монах', 'подписывать', 'договор', 'аренда', 'хотеть', 'сказать', 'монах', 'закон', 'писаный']
4081	['вполне', 'логичный', 'решение', 'патриарх', 'стать', 'поддерживать', 'ад', 'который', 'устроить', 'путин']
4082	['иметь', 'ввиду', 'ад', 'который', 'устроить', 'западный', 'украина', 'год', 'назад', 'напасть', 'донбасс', 'устроить', 'геноцид', 'собственный', 'народ']
4083	[]
4084	['ад', 'устроить', 'нацист', 'глава', 'зель']
4085	['дядя', '🙄']
4086	['это', 'называться', 'эвакуайий', 'мало', 'ум', 'деанцификатор', 'прийти']
4087	['передать', 'патриарх', 'кирилл', 'принятие', 'закон', 'кадило', 'махать', 'это', 'упцшном', 'патриарх', 'стоить', 'знать']
4088	['конец', 'весь', 'судный', 'день', 'приближаться']
4089	['министр', 'культура', 'решать', 'вопрос', 'религиозный', 'организация', 'серьёзно']
4090	['ск', 'суд', 'это']
4091	['понять', 'вообще', 'выгонять', 'человек', 'принадлежащий', 'исторически', 'община', 'никто', 'иметь', 'право', 'ск', 'министр', 'культура']
4092	['закончиться', 'договор', 'аренда', 'это', 'говорить']
4093	['исторически', 'это', 'год', 'именно', 'образовать', 'упц']
4094	['сказать', 'это', 'турок', 'еврей']
4095	['закончиться', 'товарищ', 'хохол', 'бандеровец', 'расторгнуть', 'односторонний', 'порядок', 'таковой', 'договыя', 'предусматривать', 'покрытие', 'расход', 'монах', 'потратить', 'восстановление', 'лавр', 'дааалеко', 'некоторый', 'преподносить', 'читать', 'договор']
