	comment
9657	['успеть', 'степень', 'заработать']
9658	['это', 'важно', 'оказываться', 'больной', 'давать', 'награда', 'почётный', 'место', '🤣🤣🤣🤣', 'сделать', 'открытие', 'известный']
9659	['это', 'общий', 'степень', 'присвоить']
9660	['ощущение', 'свой', 'детство', 'израненать', 'провести', 'дым', 'помойка']
9661	['даунизм']
9662	['🤦']
9663	['это', 'казаться', 'звание', 'прикол', 'всякий', 'медийный', 'дичность']
9664	['вообще', 'рад', 'институт', 'показывать', 'тупость', 'ситуация', 'образование']
9665	['сначала', 'прочитать', 'грета', 'тунберг', 'стать', 'почётный', 'донор', 'подумать', 'решить', 'сделать', 'полезный', 'дело', 'человечество', 'пустить', 'орган']
9666	['школа', 'закончить', 'вроде', '🤣']
9667	['зато', 'гнуха', 'сниматься', 'правда', 'фейковый', 'резиновый', 'игрушка', 'параметр', 'тело', 'успешно', 'выпускать', 'фатбой', 'слить', 'неплохой', 'деньга', 'сделать', 'интро', 'свой', 'легендарный', 'трек']
9668	['хороший', 'б', 'получить', 'докторский', 'степень', 'психиатрический', 'диагноз']
9669	['иметься']
9670	['понятно', 'здоровый', 'население', 'вообще', 'военнослужащий', 'часто', 'проходить', 'комиссия', 'приходить', 'небольшой', 'отклонение', 'несимметричный', 'многий', 'проблема', 'внутренний', 'орган', 'разный', 'причина', 'экология', 'плохой', 'нестабильность', 'агрессия', 'нужно', 'лечить', 'направлять', 'нужный', 'направление', 'лишний', 'энергия', 'скорее', 'подростковый', 'гиперактивность', 'перейти', 'взрослый', 'жизнь']
9671	['школа', 'начало', 'окончить']
9672	['россиянин', 'переживать', 'план', 'чёрный', 'шляпа']
9673	['школа', 'закончить']
9674	['видок', 'нужно', 'доктор', 'психиатр']
9675	['психически', 'больной']
9676	['психиатрия', 'первый', 'белый', 'халат', 'надеть', 'доктор', 'успеть', 'пациент']
9677	['😂😂😂точно']
9678	['👍👍👍']
9679	['👍', '🤣🤣']
9680	['честенький', 'канал', 'выплывать', 'жмур']
9681	['цп', 'интересовать']
9682	['целиком', 'наслать', 'целиком', 'видимо', 'купаться', 'ночью', 'зимой', 'пойти', 'одетый', 'замёрзнуть', 'январь', 'никак']
9683	['читать', 'читать', 'буква', 'разглядывать']
9684	['январь', 'случиться', 'это']
9685	['пропасть', 'январь', 'читать', 'внимательно']
9686	['девушка', 'исчезнуть', 'январь', 'это', 'ещё', 'проснуться', 'нужно', '😅']
9687	[]
9688	['шар', 'залить', 'видеть', 'текст', 'ай', 'яй', 'яй']
9689	['😂']
9690	['вполне', 'рабочий', 'версия', 'суд', 'рф']
9691	['целиком', 'это', 'питер']
9692	['заснуть', 'сон', 'расчленить', '😲']
9693	['загадочно', 'малахов', 'передача', 'любить', 'загадка', 'разгадывать']
9694	['питер', 'пить', 'расчленять', 'топить', '😐']
9695	['это', 'декаданс']
9696	['множество', 'обидный', 'стереотип']
9697	['рифма']
9698	['расчленёнка', 'это', 'фирменный', 'почерк', 'культурный', 'столица', 'собственно', 'всплывать', 'подробность', 'канал', 'нева', '😐']
9699	['ага', 'уснуть']
9700	['район', 'пропасть', 'жаль', 'девушка', 'непонятно', 'произойти']
9701	['диванный', 'детектив', 'заявлять', 'прорабатывать', 'парень', 'больно', 'бредовый', 'рассказ']
9702	['провести', 'диванный', 'расследование', 'полностью', 'согласный', 'парень', 'раскручивать', 'уснуть', 'видеть', 'романтический', 'обед', 'ну…', '\\']
9703	['село']
9704	['доказать', 'свидетель', 'найти', 'видео']
9705	['ор']
9706	['диванный', 'шерлок']
9707	['пипец']
9708	['поесть', 'уснуть', 'палка', 'кинуть']
9709	['несостыковка', 'ловить', 'парниша', 'косвенный', 'уснуть', 'свидание', 'просьба', 'скинуть', 'деньга', 'свидетель']
9710	['сразу', 'написать', 'диванный', 'ирония']
9711	['парень', 'постараться', 'суицид']
9712	['скорее', 'постараться', 'звезда', 'дом', 'наслать', 'же…тупо', 'скинуть', 'тело']
9713	['видимо', '😔', 'отмазка', 'просьба', 'перевести', 'деньга', 'наверное', 'телефон', 'отправить']
9714	['именно…', 'камера', 'практически', 'везде', 'мочь', 'просто', 'выждать', 'время']
9715	['попасть', 'слепой', 'зона', 'думать', 'камера', 'просматривать', 'первый', 'дело']
9716	['звезда', 'дом', '😂😂😂']
9717	['спрашивать']
9718	['звезда', 'дом', 'это']
9719	['настя', 'кочерви']
9720	['симпатичный', 'жалко', '😩']
9721	['симпатичный', 'жалко', '😏']
9722	['страшный', 'жалко']
9723	['хрен']
9724	['симпатичный', 'мочь', 'ещё', 'многий', 'обрадовать', 'жалко']
9725	['маленький']
9726	['представлять', 'комментарий', 'страшный', 'жалко']
9727	['понимать', 'говорить', 'красивый', 'жалко', 'человек', 'красивый', 'получаться', 'жалко', 'человек', 'внешность', 'выбирать']
9728	['наркоманка', 'солевой', '🤮']
9729	['это', 'самый', 'девушка']
9730	[]
9731	['красивый']
9732	[]
9733	[]
9734	['херовый', 'подкат']
9735	['гудвино', 'стать', 'гамзат', '😄']
9736	['газманов']
9737	['херовый', 'херовый']
9738	['семейка', 'идиот', 'пацан', 'вообще', 'дожить', 'год', 'предок', 'посоветовать', 'мама', 'папа', 'хороший', 'психиатр', 'бл', 'дь']
9739	['мухомор', 'издревле', 'употреблять', 'далее', 'лб', 'бин']
9740	['знать', 'идти', 'наркотик', '😃', 'просто', 'запретить', 'пока', 'чухнуть', 'мухомор', 'запретить']
9741	['запретить', 'лес', 'расти', '🤔']
9742	['употребление']
9743	['сказать', 'сослепу', 'перепутать', 'сыроежка', '🤣', 'дед', 'время', 'путать']
9744	['конопля', 'поле', 'расти']
9745	['😃', 'фантазия', 'работать']
9746	['наркотик', 'это', 'вызывать', 'зависимость', 'рецептор', 'дофамин', 'серотонин', 'ацетилхолин', 'опиат', 'бухло', 'никотин', 'мухомор', 'это', 'природный', 'ноотроп', 'антидепрессант', 'антиоксидант', 'стимулятор', 'дурачок']
9747	['поле', 'вроде', 'обычный', 'расти', 'наркоманский']
9748	['смотреть', 'дурачок', 'обзывать', 'ка', 'лс', 'рассказать', 'мухомор']
9749	['дебил', 'бл', 'ть']
9750	['живой']
9751	['надолго']
9752	['поэтому', 'мариновать', 'солить']
9753	['сердце', 'влиять']
9754	['следующий', 'бледный', 'поганка', 'принести', 'точно', 'бросить']
9755	['вероятно', 'это', 'узнать', 'следующий', 'серия', '😂😂😂', '🤦\\', '♀️🤦\\', '♀️']
9756	['родич', 'навряд', '🤣']
9757	['обама', 'виноватый']
9758	['родитель', 'год', '😆', '🤓']
9759	['сказать', 'пойти', 'купить', '😁дажа', 'думать', 'стали😁']
9760	['че', 'думать', 'муж', 'посоветовал…', '😂', 'стопудняк', 'ребёнок', 'запасный', 'есть…совет', 'звучать', 'серия', '«хотеть', 'бросить', 'пить', 'бахнуть', 'герыча»', '😅']
9761	['😆😆😆', '👍']
9762	['забавно', 'читать', 'бухтение', 'дилетант', '😄', 'мухомор', 'знант', 'бухтеть', 'браться']
9763	['захотеть', 'спрыгнуть', 'герычать', 'садиться', 'обратно', 'пробка', 'всё', 'преодолимый', 'стоить', 'захотеть', '🤣']
9764	['очень', 'важный', 'поддержка', 'родитель', 'данный', 'случай', 'достать', '🤣🤣🤣']
9765	['это', 'родитель', 'недоумок']
9766	['наоборот', 'гений', 'мальчик', 'встать', 'учёт', 'дурка', 'откосить', 'армия']
9767	['стать', 'берсерко']
9768	['семейка', 'пипец', 'просто', 'весь', 'состав', 'срочно', 'психиатр']
9769	['нарколог']
9770	['попробовать', 'мухамор', 'это', 'просто', 'бомба']
9771	['😂😂😂😂']
9772	['психиатр', 'психолог', 'псевдоврач']
9773	['судить', 'весь', 'псевдочеловек']
9774	['готовый', 'принять', 'информация', 'псевдо', 'врач', 'пусть']
9775	['это', 'серьёзно', 'извиняться']
9776	['материал', 'наука', 'мозг', 'изучить', 'посмотреть', 'врачевать', 'психиатр', 'психолог']
9777	['🤣🤣🤣', '👍']
9778	['психиатр', 'психолог', 'разный', 'бывать', 'учиться', 'это', 'дело', 'просто']
9779	['альтернатива', '😂😂😂', 'наркотик', 'взамен', 'никотин', 'выписать', 'премия', 'дарвин', 'бухать', 'бросать', 'помощь', 'героин']
9780	['посмотреть', 'комментарий', 'ржать', 'наркота', 'понимать', 'говорить', 'пытаться', 'изучить', 'вопрос']
9781	['видать', 'недалёкий', 'незнание', 'вопрос', 'равно', 'невежество']
9782	['читать', 'это', 'неприятно']
9783	['очень', 'рада', '🙏', 'хотеть', 'знаток', 'растительный', 'кайф']
9784	['мухомор', 'кайф']
9785	['содержать', 'мускарин', 'иботеновый', 'кислота', 'буфотенина', 'мусцимол', 'далее', 'вещество', 'оказывать', 'воздействие', 'цнс', 'психоактивный', 'давно', 'использоваться', 'изменение', 'сознание']
9786	['любой', 'лекарство', 'яд', 'жрать', 'мера', 'изучить', 'тема', 'вопрос', 'глупый', 'отпасть']
9787	['грибник', 'стаж', 'год', 'переспорить', 'бросать', 'курить', 'помощь', 'гриб', 'вообще', 'нонсенс', 'брать', 'расчёт', 'мёртвый', 'действительно', 'курить']
9788	['пусть', 'твой']
9789	['нарик', 'мухомор', 'наркотик', 'понимать', 'почему', 'нарик', 'защищать']
9790	['это', 'магазин', 'мухомор', 'заказать', '🤔']
9791	[]
9792	['пятёрочка', 'видимо']
9793	['решить', 'заказать', '😂']
9794	['точно']
9795	['благодарить', 'полно']
9796	['вб', 'полно', 'сушёный']
9797	['мухомор']
9798	['алик', 'уйти', '🤣']
9799	['никакой', 'эффект', 'заметить', 'прям', 'чувствоваться']
9800	['блин', 'пацан', 'дожить', 'годок', 'семейка', '🤦\\', '♀️', '😂']
9801	['курение', 'убивать', '🤣']
9802	['🤦\\', '♂️', '🤣🤣🤣🤣🤣']
9803	['вопрос', '😂']
9804	['поход', 'гриб', 'кошка', 'мышка', '🤣🤣', '👍']
9805	['🤣🤣🤣', '👍']
9806	['пофига', 'главное', 'оскорблять', 'дагестан', 'жизнь']
9807	['твой', 'мнение', 'вонючий', 'тролльчатина', 'реально', 'весь', 'пофига']
9808	['офаца', 'су', 'ка', 'пойти', 'отсюдый', 'свой', 'дагестан', 'подстилка', 'чу', 'рок']
9809	['ор', '😂', '🤣']
9810	['эпидемия', '😔']
9811	['слово', 'вчера', 'классникнуть', 'спрыгнуть', 'крыша']
9812	['сезонный', 'обострение']
9813	['живой']
9814	['эпидемия', 'год', 'год', 'эт', 'ещё', 'считать', 'пик', 'год', 'постепенно', 'снижаться', 'всё', 'равно', 'иметь', 'суицид', 'ежегодно', 'представить', 'сколько', 'это', 'день', 'час']
9815	['это', 'условно', 'понятный', 'дело', 'ранний', 'каждый', 'суицидник', 'новостной', 'сводка', 'попадать']
9816	['справедливо', 'освещение', 'происходить', 'молниеносно', 'любой', 'точка']
9817	['эт', 'ещё', 'учитывать', 'многое', 'освещаться', 'местный', 'паблик']
9818	['каждый', 'понять']
9819	['пермь', 'день', 'назад', 'мальчик', 'высотка', 'упасть', 'помнить', 'этаж']
9820	[]
9821	['молодой', 'девушка', 'ребята', 'делать', 'самоубийство', 'это', 'выход', 'ситуация', 'ссора', 'родный', 'близкий', 'жизнь', 'нужно', 'находить', 'выход', 'ситуация', 'рубить', 'горячий']
9822	['нормально', 'естественный', 'отбор', 'действие', 'далёкий', 'мочь', 'десяток', 'человек', 'потянуть', 'слабовольный', 'легковнушать', 'общество', 'вращаться', 'вывод', 'однозначный']
9823	['нужно', 'подключить', 'психолог', 'трудотерапия', 'помешать', 'свободный', 'время', 'наверное', 'дофига', 'дурь', 'голова', 'сидеть']
9824	['психолог', 'поздноватый', 'подключать', 'кагбэ']
9825	['насчёт', 'трудотерапия', 'гаджет', 'разумный', 'предел', 'согласный']
9826	['работа', 'психолог', 'тысяча', 'стоить']
9827	['найти', 'выйти']
9828	['вполне', 'выход', 'ибо', 'проблема', 'никакой']
9829	['очень', 'жаль', 'родитель', 'подумать']
9830	['мозг', 'хватить', 'думать']
9831	['мозг', 'хватить', 'обойтись', 'комментарий']
9832	['повод', 'нехватка', 'мозг', 'завтра', 'школа', 'свой', 'учительница', 'русский', 'спросить', 'правильно', 'писаться', 'слово', 'думать']
9833	['вон', 'папа', 'думать', 'крыло', 'благой', 'мат']
9834	['пиз', 'дюк', 'пойти', 'пугать', 'правильно', 'завтра', 'твой', 'быш', 'угрожать', 'айфон', 'купить']
9835	['счастливать', 'любовь', 'баба', 'танцевать', 'шафл', 'охренела', 'приятно']
9836	['никто', 'забрать', 'ссобой']
9837	['вк', 'закрытый', 'название', '🤐ён', 'сандалить', 'завалить', 'позапрошлый', 'год', 'пара', 'тройка', 'год', 'назад', 'публиковать', 'видео', 'ипплан', 'самовыпилиться', 'высотка', 'утащить', 'годовалый', 'малыш', 'сверзиться', 'прямо', 'коляска', 'который', 'катить', 'горемычный', 'молодой', 'мама', 'выйти', 'ребёнок', 'прогулка', 'называться']
9838	['видеть', 'видео', 'свалиться', 'прямиком', 'коляска', '😱']
9839	['это']
9840	['думать', 'астрахань', 'дом', 'хэтажный']
9841	['вообще', 'дом', 'этаж', 'этаж', 'новый', 'застройка', 'послать', 'эт']
9842	['это', 'б', 'хмельницкий', 'яблочкова']
9843	['это', 'село', 'малоэтажка']
9844	['общага', 'богдашка', 'яблочкова', 'видеть']
9845	['астрахань', 'это', 'город', 'х', 'х', 'этажка', '🤦\\', '♂️']
9846	['это', 'деревня', '😂в', 'центр', 'немного', 'окраина', 'высокоэтажка', 'основный', 'этаж']
9847	['возле', 'автовокзал', 'видеть', 'х', 'этажка']
9848	['умничать', 'начинать']
9849	['смотреть', 'именно', 'деревня']
9850	['жить', 'год', 'целое', 'город', 'нормальный', 'центр', 'окраина', 'это', 'треш']
9851	['тяжёлый', 'фото', 'мать', 'оплакивать']
9852	['согласный', 'однако', 'хватать', 'драматический', 'накал', 'полный', 'глубина', 'трагизм', 'близкий', 'подойти', 'снять', 'длинный', 'фокус', 'ракурс', 'эх']
9853	['место', 'ваш', 'реклама', '🤦', '🏻\\', '♀️🤦🏻\\', '♀️🤦🏻\\', '♀️🤦🏻\\', '♀️', 'идиот']
9854	['🥀🥀', '😘', 'кисулить', 'любить', 'сразу', 'хамить', 'дама', 'дама', 'глупый', 'надеяться', 'понять', 'намёк', '😉']
9855	['глупый', 'вы…']
9856	['плохой', 'стрелочница']
9857	['ребёнок', 'смешно']
9858	['🤣', 'ребёнок', 'возможно', 'хотя', 'утверждать', 'всё', 'таки', 'оказаться', 'право', 'глупый']
9859	['слушать', 'че', 'кабан', 'потешаться', 'нах', 'идти']
9860	['прежде', 'спускать', 'барбос', 'следовать', 'сперва', 'посмотреть', 'эмоция', 'выразить', 'пост', 'некоторый', 'коммент', 'пользователь', 'это', 'объяснять', 'бесполезно', 'поверхностный', 'глупый', 'взаимно', 'кисулить']
9861	['свободный']
9862	['эгоист', '😒']
9863	['стабильность']
9864	['никакой', 'вечеринка']
9865	['черно']
9866	['тонко']
9867	['комментарий', 'паблик', 'новость', 'оригинал']
9868	['техно']
9869	['тонко', 'фраза', 'писать', 'дурачок', 'подряд', 'известие', 'трагедия']
9870	['😂']
9871	['нужно', 'ум', 'великий', 'фантазия', 'вставить', 'это', 'название']
9872	['песня', 'нереально', 'классный', 'оказаться', 'пророческий', 'напророчить', 'бояться', 'завтра', 'проснуться', 'жаль', 'ребята', 'очень', 'весёлый', 'песня', 'классный']
9873	['лёд']
9874	['мм', 'конец', 'март', 'лёд', 'волга', 'гонять']
9875	['гурман', 'грести']
9876	['выходить', 'лёд', 'конец', 'март', 'плюс', 'улица', 'умно', 'умно']
9877	['естественный', 'отбор']
9878	['река']
9879	['ветер', 'северный']
9880	['каждый', 'год', 'ходить', 'традиция', 'испытывать', 'судьба', '🤷', '🏻\\', '♀️']
9881	['доиспытываться']
9882	['внатура']
9883	['умно', 'это', 'гениально']
9884	['погибнуть']
9885	['погибнуть']
9886	[]
9887	['печально', 'помнить']
9888	['плач', 'техно', 'большой', 'никакой', 'трек', 'жаль']
9889	['песня']
9890	['трагично', 'дата', 'рождение', 'смерть', 'число', '😞']
9891	['дата', 'рождение', 'март']
9892	['го', 'набухаться']
9893	['многие', 'работать', 'человек', 'переносить', 'празднование', 'свой', 'день', 'рождение', 'выходной', 'дата', 'плотный', 'графика', 'свой', 'человек', 'который', 'хотеть', 'отметить', 'отмечать', 'несколько', 'день', 'разный', 'компания', 'например', 'день', 'рождение', 'родственник', 'друг']
9894	['давать', 'спросить', 'погибший', 'бухать', 'го']
9895	['человек', 'гулять', 'четверо', 'погибнуть']
9896	['негритёнок']
9897	['кремсодить']
9898	['написать', 'основатель', 'группа', 'гулять', 'свой', 'брат', 'друг', 'получаться', 'гулять', 'прям', 'задачка', 'получаться', '😊', 'дима', 'рома', 'гоша', 'сразу', 'уйти', 'вода', 'двое', 'вытащить', 'аристарх', 'покинуть', 'мир', 'карета', 'скорый', 'помощь', 'вопрос', 'остаться', 'живой']
9899	['остаться']
9900	['некрасовский', 'район', 'ярославский', 'область', 'произойти', 'чп', 'компания', 'человек', 'провалиться', 'лёд', 'волга', 'результат', 'четверо', 'человек', 'погибнуть', 'пострадать', 'удаться', 'спасти', 'ночь', 'трое', 'человек', 'провалиться', 'лёд', 'предположительно', 'год', 'числиться', 'пропасть', 'вести', 'срочный', 'сообщение', 'человек', 'провалиться', 'лёд', 'четверо', 'погибнуть', 'каждый', 'год', 'служба', 'безопасность', 'предупреждать', 'выходить', 'лёд', 'особенно', 'весенний', 'период', 'категорический', 'опасно', 'равно', 'каждый', 'год', 'узнать', 'новый', 'трагедия', 'сообщить', 'администрация', 'некрасовский', 'район', 'сегодня', 'ночью', 'село', 'диевыя', 'городище', 'отдыхать', 'компания', 'человек', 'гость', 'район', 'момент', 'решить', 'сходить', 'деревня', 'ченец', 'лёд', 'волга', 'обратный', 'путь', 'произойти', 'трагедия', 'лёд', 'выдержать', 'пятеро', 'компания', 'оказаться', 'вода', 'течение', 'очень', 'стремительный', 'трое', 'утащить', 'лёд', 'двоить', 'удаться', 'выбраться', 'однако', 'дорога', 'больница', 'спасти', 'скончаться', 'источник', 'правоохранительный', 'орган', 'назвать', 'имя', 'член', 'компания', 'попасть', 'чп', 'водолаз', 'искать', 'вести', 'пропасть', 'дмитрий', 'свиргун', 'роман', 'свиргун', 'георгий', 'киселёв', 'машина', 'скорый', 'помощь', 'скончаться', 'летний', 'аристарх', 'ухтомский', 'спастись', 'удаться', 'валерий', 'дерман']
9901	['девушка', 'повезти']
9902	['девушка', 'чудом', 'спастись', 'молоденький', 'год']
9903	['дмитрий', 'погибнуть', 'свой', 'год', 'др', 'отмечать']
9904	['девушка', 'компания']
9905	['девушка', 'остаться', 'живой']
9906	['чистый', 'воздух', 'быстрый', 'река', 'твой', 'сердце', 'лёд', 'вено', 'вечный', 'зима', '🙃']
9907	['согласный', 'правило', 'сотворение', 'мир']
9908	['прийти', 'весна', 'здравствуй', 'обострение', '😐', 'неужели', 'пойти', 'врач', 'это', 'простой', 'вена', 'резать']
9909	['пока', 'врач', 'записаться', 'пока', 'очередь', 'отсидеть', 'откинуться']
9910	['врач', 'язык', 'чушь', 'подрочить']
9911	['забыть', 'хотеть', 'суициднуться', '😁']
9912	['дааауж']
9913	['жаль', 'её', 'жить', 'толком']
9914	['это', 'причина', 'ответный', 'любовь']
9915	['жить']
9916	['любовь', 'её', 'возраст', 'куча', 'глупый', 'казаться', 'рядом', 'никто', 'помочь', 'любовь', '🤦\\', '♂️']
9917	['влюбляться', 'год']
9918	['возраст', 'любить', 'директор', 'школа', 'бляха', 'муха', 'ум', 'сходить']
9919	['милан', 'любовь', 'возникнуть', 'любой', 'возраст', 'подавно']
9920	['летний', 'любоффя', 'говорить', 'летний']
9921	['очень', 'жаль', 'девушка', 'соболезнование', 'родный', 'близкий', 'жаль', 'находиться', 'рядом', 'человек', 'который', 'помогать', 'трудный', 'минута']
9922	['жаль', 'выпилиться']
9923	['кошмар', 'разглядеть', 'недоглядеть', 'девочка', 'нужный', 'помощь', 'ребёнок', 'ещё', 'сказать', 'ментальный', 'здоровье', 'менее', 'важный', 'важный', 'физический']
9924	['ментальный', 'здоровье', 'рф', 'йух', 'ставиться', 'считаться', 'проблема', 'мочь', 'подросток', 'забота', 'хлопоты', 'взрослый', 'человек', 'ой', 'выдумывать', 'нужно', 'просто', 'работать', 'отпустить']
9925	['забавно', 'менталочка', 'заковыристый', '🤔', 'ранний', 'нормально', 'ах', 'нормально', 'получить', 'отцовский', 'материнский', 'зависимость', 'пол', 'лещ', 'взять', 'лопата', 'айда', 'картошка', 'копать', 'выходной', 'дипоессия', 'мигом', 'проходить', 'пффф']
9926	['прям', 'слово', 'мама', 'работать', 'сразу', 'стать', 'равно']
9927	['безделье', 'всё', 'это', 'стресс', 'депрессия', 'всякий']
9928	['работа', 'реально', 'помогать', 'депрессия', 'зумера', 'любить', 'работать', 'рука']
9929	['ещё', 'корова']
9930	['испуганный']
9931	['ага', 'именно', 'россиия', 'начало', 'х', 'троик', 'лидер', 'мужской', 'подростковый', 'суицид', 'вылазить', '👍']
9932	['это', 'пропиздастрадалец', 'кой', 'частенько', 'залетать', 'новость']
9933	['выпиливаться', '🤷\\', '♂️']
9934	['🤦\\', '♂️']
9935	['эх', 'девочка']
9936	['трахаться', 'лекарство', 'депрессия']
9937	['максимум', 'причина', 'твой', 'слабоумие']
9938	['трахнуть', 'мозг']
9939	['большой', 'депрессия', 'штука', 'ангедония', 'потеря', 'способность', 'ощущать', 'удовольствие', 'простой', 'грязный', 'физиологический', 'удовольствие', 'помочь', 'отличие', 'эмоциональный', 'поддержка', 'принятие', 'значимый', 'человек']
9940	['даун', 'слышать']
9941	['судить']
9942	['всякий', 'куйня', 'писать']
9943	['это', 'врач', 'рекомендовать', 'пробовать', 'писать', 'знать']
9944	['сразу', 'вспомнить', 'рей', 'бредбери', 'лекарство', 'меланхолия', '🤣']
9945	['депрессняк', 'дело', 'тонкий', '😕']
9946	['яжепапаша']
9947	['говорить', 'качка', 'тупой']
9948	['беречь', 'ребёнок', 'здоровье', 'весь']
9949	['час', 'рассчитывать', 'кондиционер', 'около', 'отлично', 'справиться', 'мощный', 'ужас', 'просто', 'странно', 'отвечать', 'отец']
9950	['давать', 'материнский', 'капитал', 'преимущество', 'спор', 'опека', 'считаться', 'ребёнок', 'мать', 'природа', 'материнский', 'инстинкт', 'ребёнок', 'случиться', 'спрос', 'отец', 'мать', 'классика', 'равноправие', '🤮🤮🤮']
9951	['ребёнок', 'плакать', 'оставить', 'час', 'ужас', 'додуматься', 'оставить', 'вообще']
9952	['точно', 'нужный', 'маткапитал']
9953	['орех', 'качать', 'пойти', 'нужно', 'мозг']
9954	['точно', '☝']
9955	['равноправие']
9956	['ребёнок', 'год', 'проснуться', 'плакать', 'час', 'ужас', 'жара', 'оставить']
9957	['закон', 'плохой', 'закон']
9958	['дебил']
9959	['это', 'сила', 'данный', 'случай', 'вообще', 'аутизм']
9960	['яжебатя']
9961	['мамаша', 'пох', 'невиновный']
9962	['вумный', 'момент']
9963	['канеш', 'откуда', 'ожп', 'знать', 'устроить', 'авто']
9964	['факт', 'оставить', 'ребёнок', 'жара', 'консервный', 'банк', 'полтора', 'час', 'свидетельствовать', 'полностью', 'отсутствовать', 'материнский', 'инстинкт']
9965	['факт', 'баба', 'вино', 'свалить', 'мужик', 'врубить', 'дура']
9966	['забавно', 'слово', 'баба', 'верить', 'истина', 'последний', 'инстанция']
9967	['её', 'вообще', 'рядом', 'весь', 'история', 'выдумать', 'отец', 'погибший', 'ребёнок', 'свалить', 'жена', 'вино', 'смочь', 'доказать', 'свой', 'алиби', 'обвинение', 'снять', 'алло']
9968	['почему', 'мать', 'оправдать', 'дичь']
9969	['гиноцентризм', 'называться']
9970	['равноправие']
9971	['машина', 'прокат', 'брать', 'муж']
9972	['интересовать', 'оставить', 'маленький', 'ребёнок', 'машина', 'час', '😳', '🤦\\', '♂️']
9973	['ребёнок', 'полтора', 'год', 'оставить', 'передний', 'сидение', 'фен', 'холодный', 'задний', 'спокойно', 'выжить']
9974	['понимать', 'оставить', 'ребёнок', 'час', 'закрытый', 'помещение', 'плакать', 'орать', 'час', 'здравомыслящий', 'родитель', 'это', 'понимать', 'допустить']
9975	['знать', 'кричать', 'помнить', 'бабка', 'возле', 'подъезд', 'подтвердить', 'рассказ', 'мама']
9976	['🙄', '🤦\\', '♂️']
9977	['оставлять', 'ребёнок', 'норма', 'свой', 'секунда', 'коляска', 'спать', 'мочь', 'оставить']
9978	['хотеться', 'человек', 'отдохнуть', 'орать', 'напердышать', 'немного']
9979	['маманя', 'вообще']
9980	['хохол', 'весь', 'свой', 'краса', 'жена', 'свалить', 'всё', 'муж', 'таков', 'готовый', 'новый', 'забег', 'х', 'ям']
9981	['оба', 'виноватый']
9982	['хохол', 'это', 'волос', 'жопа']
9983	['хохол']
9984	['виноватый', 'оба', 'шконка', 'муж', 'присесть', 'это', 'понимать', 'правосудие']
9985	['неплохой', 'метафора', '😁']
9986	['жена', 'оставить', 'свобода', 'сотрудничество', 'следствие', 'муж', 'приговорить', 'год', 'тюрьма', 'сейшельский', 'правосудие', 'оно', '🤷', '🏼\\', '♀️']
9987	['свалить', 'вино', 'муж', 'сотрудничество', 'следствие', '🤣', '🤦\\', '♂️']
9988	[]
9989	['писать', 'арендовать', 'машина', 'возможно', 'указывать', 'вино', 'больший', 'степень']
9990	['тип', 'рашка', 'происходить', 'женщина', 'оправдывать', 'нацик', 'тупо', 'хохлизм', 'головной', 'мозг', 'средний', 'тяжесть']
9991	['дом', 'нужно', 'сидеть', 'ребёнок', 'кататься', 'заграница', 'родитель', 'нужно', 'стерилизовать']
9992	['летать', 'угодный', 'просто', 'иметь', 'мозг', 'нужно']
9993	['ребёнок', 'путешествовать', 'оставлять', 'присмотр', 'родина', 'мочь', 'также', 'бросить']
9994	['шанс', 'выжить', 'дом', 'машина', 'включеный', 'кондей']
9995	['иметь', 'ввиду', 'похоже', 'это', 'обычный', 'практика', 'бросать', 'ребёнок', 'машина']
9996	['урод', 'бляха', 'это', 'ребёнок']
9997	['спасибо', 'внимательность', 'урод', 'всё', 'равно']
9998	['жалко', 'ляля']
9999	['это', 'б', 'ля', 'док', 'фига']
10000	['незнать', 'жалко', 'ребёнок', 'страшный']
10001	['жалко', 'пчёлка']
10002	['синдром', 'медея']
10003	['синдром', 'чурбанский', 'жена', '🤣из', 'чурка', 'тупой', 'воспитывать', '🤣']
10004	['чурка', 'похожий', 'смотреть', 'зеркало']
10005	['че', 'андрей', 'чурка', 'чтоль', 'русский', 'имя', '🤣ить', 'стремаяться', 'свой', 'имя', 'мугамед']
10006	['натуральный', 'чурка', 'видно', 'имя', 'свой', 'скрывать', 'чурка']
10007	['ашот', 'задеть', 'чурка', 'андрей']
10008	['тварь', 'вообще', 'земля', 'ходить']
10009	['луна', 'свалиться']
10010	['че', 'одобрять', 'поведение', 'это']
10011	['делать', 'хотеть', 'это', 'никак', 'повлиять']
10012	['логика', 'вообще', 'существовать']
10013	['наоборот', 'логика', 'помогать', 'существовать', 'синька', 'абоут', 'ит']
10014	['нога']
10015	['прям', 'мистер', 'очевидность']
10016	['первый', 'взгляд', 'умный', 'образовать', 'наверное', 'воскресение', 'церковь', 'ходить', 'очевидный', 'вещь', 'замечать']
10017	['написать', 'одобрять']
10018	['цвет', 'сказать']
10019	['больной', 'сука']
10020	['мягко', 'сказать', 'издеваться', 'ребёнок', 'конченый', 'мать']
10021	['вообще', 'мужик', 'жить', 'че', 'мужик', 'достойный', 'слеза', 'ребёнок', 'порвать', 'голова', 'укладываться']
10022	['её', 'мать', 'назвать']
10023	['мужик', 'виноватый']
10024	['недостойный', 'слеза', 'чей', 'ребёнок', 'эгоизм', 'это', 'плохой', 'штука']
