	comment
2570	['бросить', 'везде', 'смотреть', 'именно', 'год', 'товарищ', 'бгпк', 'электронки', 'решить', 'продать', 'два', 'штука', 'руб', 'подойти', 'один', 'баба', 'мужик', 'итог', 'сказать', 'дать', 'мы', 'сгонять', 'снять', 'деньга', 'итог', 'уехать', 'мент', 'вызвать', 'несколько', 'минута', 'отдел', 'привезти', 'повсема', 'город', 'перехват']
2571	['чурбан', 'неруссеять', 'дохер', 'мочь', 'затащить', 'ибо']
2572	['план', 'перехват', 'два', 'дудка', 'который', 'сам', 'отдать', 'первый', 'это', 'внатура', 'мощно', '😂😂😂']
2573	['слыш', 'наркоман', 'тут', 'человек', 'нормальный', 'жить']
2574	['че', 'попутать', 'закрыться']
2575	['я', 'район', 'черёмушки', 'вчера', 'видеть', 'мужчина', 'который', 'закладка', 'искать', 'поток', 'наговаривать', 'везде', 'опасно', 'особенно', 'ребёнок', 'который', 'казаться', 'взрослый']
2576	['потерять', 'ключ', 'дом']
2577	['если', 'длительный', 'загул', 'помнить', 'точно', 'какой', 'куст', 'валяться', '🙃']
2578	['наблядуться', 'вернуться']
2579	['человек', 'верно', 'писать', 'уехать', 'родственник', 'знакомый']
2580	['девочка', 'год', 'исполниться', 'ехать', 'домой', 'думать', 'говорить']
2581	['человек', 'судить']
2582	['вроде', 'баба', 'год', '🤷\u200d', '♂️']
2583	['мыслить', 'пятилетний', 'ребёнок', 'девочка', 'знать', 'писать', '👋']
2584	['девочка', 'означать', 'это', 'выражение']
2585	['писать', 'наблядуться', 'вернуться', 'знать', 'че']
2586	['значит', 'знать', 'она', 'быдло', 'речевой', 'оборот']
2587	['значит', 'наблядуться', 'вернуться']
2588	['речевой', 'оборот', 'вполне', 'нормальный', 'адекватный', 'человек', 'который', 'хотеть', 'этот', 'девочка', 'найтись']
2589	['чурка']
2590	['алкозавр']
2591	['ну', 'рыло']
2592	[]
2593	['лицо', 'обременить', 'интеллект']
2594	['классический', 'выражение', 'обезобразить', 'интеллект', '😏']
2595	['всяко', 'умный', 'хозяин', 'карта']
2596	['это', 'классический', 'мой']
2597	['они', 'сбежать', 'березовка', 'паволихой']
2598	['п', 'зды', 'лыжа', '🤦\u200d', '♂️']
2599	['полюбас', 'опкуреный', 'обдолбыш']
2600	['бичугана', 'какой', '🍻']
2601	['фартануть', 'похмелиться', 'утрец', '😂😂😂']
2602	['алкаш', 'какой']
2603	['ну', 'рожа', 'тя', 'шарап', '😁']
2604	['на', 'первый', 'фото', 'похожий', 'томенко']
2605	['это']
2606	['побриться', 'ради', 'такой', 'дело']
2607	['напомнить', 'плющенко', '😁']
2608	['у', 'щека', 'лежать', 'поход', 'томенко', 'карамелька', '🤣🤣🤣']
2609	['на', 'опохмел', 'это', 'святой', 'простить']
2610	['спаааасибо', 'валерий', 'совесть', 'позиция']
2611	['интересно', 'человек', 'липецк', 'делать', 'инцидент', 'барнаул']
2612	['вопрос']
2613	['позиция', 'конкретизировать']
2614	['работать', 'верка', 'деверсантка']
2615	['жек', 'не', 'задавать', 'глупый', 'вопрос', 'сведомый']
2616	['сука', 'диалог', 'вступать']
2617	['наш', 'долб', 'радость', 'лайкать']
2618	['валера', 'наш', 'кумир']
2619	['хрен', 'они', '😂😂']
2620	['главное', 'какаха', 'кинуть', 'галочка', 'быть']
2621	['чт', 'ахахахахахахп']
2622	['зато', 'лёгкость', 'продавать', 'страна', 'народ', 'запад', 'сохранить', 'свой', 'денежка', 'привилегия', 'граница']
2623	['найти', 'честной', 'бабло', 'продаться']
2624	['быть', 'честный', 'грузин', 'это', 'и', 'и', 'сталин']
2625	['иметь', 'позиция', 'правда', 'здравый', 'смысл', 'вы', 'извращенец', 'ахрхпха']
2626	['эльмир', 'твой', 'страна', 'это', 'принять', 'ага']
2627	['пугачёв', 'проверить', 'израиль', 'предмет', 'пустой', 'зал']
2628	['а', 'почему']
2629	['гибкий', 'совесть', 'сначала', 'жить', 'счёт', 'страна', 'хаять', 'не', 'совесть', 'это', 'попытка', 'спасти', 'капитал', 'который', 'хранить', 'граница', 'остальной', 'гавкать', 'команда', 'хозяин']
2630	['новость', 'россия']
2631	['отменить', '😂', '🤣😂']
2632	['твой', 'мамаша', 'кувалда']
2633	['быть', 'человек', 'статья', 'придумать']
2634	['сверхдержава']
2635	['эт', 'замереть', 'ебаш', '🤣🤣']
2636	['😂']
2637	['этот', 'деревня', 'любой', 'время', 'год', 'отшельник']
2638	['мост', 'закрыть', 'другой', 'путь', 'бред', 'полный']
2639	['это', 'говорить', 'далёкий', 'город', 'видеть', 'я', 'жить', 'шелаболиха', 'знать', 'момент', 'очень']
2640	['тяжёлый', 'время', 'весна']
2641	['городской', 'деревня', 'показать', 'это', 'просто', 'близкий', 'переход', 'другой', 'сторона']
2642	['шелаболиха', 'иня', 'мост', 'история', 'существование']
2643	['туда', 'нету', 'мост']
2644	['мост', 'они']
2645	['быстро', 'переобуться', '😂', 'ну', 'бред', 'мост']
2646	['лето']
2647	['лодка', 'мотор', '😊']
2648	['нету', 'мост', 'единственный', 'мочь', 'понять', 'почему', 'иня', 'отдать', 'другой', 'район', 'зимой', 'ездить', 'лёд', 'район', 'лето', 'лодка']
2649	['власть', 'ждать', 'чп', 'случиться']
2650	['в', 'рука', 'гостинец']
2651	['детишки', 'видимо']
2652	['ага', 'бутылка', 'моторный', 'масло', 'прокладка', 'двигатель', '👍']
2653	['медикамент', '😁']
2654	['в', 'рука', 'прокладка', 'гбц', 'похоже', 'капиталка', 'делать']
2655	['канистра', 'масло']
2656	['за', 'добавка', 'главное', 'запивка', 'забыть']
2657	['обь', 'коварный', 'река', 'говориться', 'зевать']
2658	['🤦\u200d', '♂️']
2659	['а', 'случиться', 'старый', 'дом']
2660	['укроп', 'разбомбить']
2661	['честной', 'оба', 'сторона', 'херачили']
2662	['восстанавливать', 'наш']
2663	['знать']
2664	['это', 'мариуполь', 'город', 'че', 'понять']
2665	['мариуполь', 'построить', 'это', 'время', 'отремонтированный']
2666	['мариуполь', 'жк', 'невский', 'погуглита', 'фотка', 'выглядеть']
2667	['мариуполь', 'путин', 'приехать', 'посмотреть', 'город', 'пообщаться', 'местный']
2668	['представить', 'киевский', 'террорист', 'выжечь', 'город', 'россия', 'заново', 'восстановить', 'неузнаваемость']
2669	['🤣', '😂🤣', '👍']
2670	['🤣🤣🤣']
2671	['хороший', 'свой', 'народ', 'общаться']
2672	['это', 'нать', 'народ', 'тупить']
2673	['наш', 'индус', 'хохол', '😉']
2674	['данный', 'время', 'мариуполь', 'являться', 'часть', 'рф', 'житель', 'город', 'гражданин', 'рф']
2675	['недавно', 'стать', '🤷\u200d', '♂️', 'жизнь']
2676	['писать', 'жизнь']
2677	['наш', 'вообще', 'признавать', 'понимать', 'голос', 'терять', 'другой', 'город', 'брать', 'честно', 'россия', 'глубинка', 'вова', 'любить', 'правильно', 'делать', 'выгодно', 'налог', 'весь', 'платить', 'коротко', 'пиз', 'л']
2678	['говорить', 'мариуполь', 'другой', 'разрушить', 'дом', 'человек', 'жить']
2679	['наш', 'это', 'украинец']
2680	['проснуться', 'серить', '😄']
2681	['такиёж', 'украинец', 'патриот', 'россия']
2682	['какой', 'позор', 'военный', 'преступник', 'оккупировать', 'разрушить', 'город', 'благодарный', 'местный', 'житель', '🤡']
2683	['удобно', 'арнсберг', 'гавкать']
2684	['немного', 'удобный', 'ожидать', 'чёрный', 'воронка', 'свой', 'окно', 'право', 'называть', 'вещь', 'свой', 'имя']
2685	['военный', 'преступление', 'перечислить']
2686	['ещё', 'сказать', 'сколько', 'х']
2687	['понятно']
2688	['это', 'россия', 'такой', 'место']
2689	['что', 'нести', 'дэрбить']
2690	['нести', 'западный', 'фашисткий', 'идея']
2691	['бобок', 'задроч', 'поток', 'перелогинуться', 'чмошка', '😂']
2692	['удмурт']
2693	['ввп', 'помочь', 'трудный', 'ситуация', 'тк', 'жить', 'негде']
2694	['считать', 'душа', 'лёгкий', 'родный', 'вернуть']
2695	['посмотреть', 'видео', 'митинг', 'мариуполь', 'май', 'тот', 'родный', 'мариуполец', 'вернуть']
2696	['это', 'помнить', 'там', 'другой', 'сторона', 'медаль', 'посмотреть', 'интервью', 'и', 'стрелкова', 'гиргин', 'всё', 'понять']
2697	['давать', 'балабол', 'посмотреть', 'быть', 'рассуждать', 'ага', 'есть', 'факт', 'документ', 'отчёт', 'обсе', 'заинтересованный', 'конфликт', 'сторона', 'и', 'это', 'путин', 'зеленский', 'гиркин', 'гиркин', 'славянск', 'появиться', 'апрель', 'ато', 'начаться', 'го', 'день', 'доброволец', 'появиться', 'ранний', 'крым', 'отойти', 'россия']
2698	['это', 'балабол', 'патриот', 'защитник', 'новороссия', 'балабол', 'клоун', 'тв', '📺', 'выступать']
2699	['интервью', 'тв', 'показывать', 'и', 'нужно', 'верить', 'каждый', 'слово']
2700	['такой', 'закрытый', 'доступ', 'тв', 'человек', 'принимать', 'участие', 'защита', 'вера', 'который', 'указ', 'говорить']
2701	['с', 'дрон', 'снимать']
2702	['бетономешалка', 'мешать', 'бетон']
2703	['бригада', 'строитель', 'жрать', 'самогон', '💁\u200d', '♂️']
2704	['👍']
2705	['лёд', 'гололедица', 'лужа', 'замёрзнуть']
2706	['вообще', 'это', 'вроде', 'автобетоносмеситель', 'называться', 'правильный']
2707	['миксер']
2708	['разница', 'называться']
2709	['е…', 'так', 'дразница']
2710	['миксер', 'кухня', 'а', 'фото', 'бетоносмеситель']
2711	['автобетоносмеситель', 'мешать', 'бетон', 'бригада', 'строитель', 'жрать', 'самогон']
2712	['кто', 'ступа', 'мимо', 'пролетать', 'сфоталый']
2713	['мост']
2714	['взять', 'испортить']
2715	['такой']
2716	['о', 'трасса', 'здоровье', 'наяривать', 'блин', 'быстрый', 'лето', 'велосипедддддда']
2717	['на', 'самокат', 'быть', 'наяривать']
2718	['двуподвес', 'карбоновый']
2719	['барнаул', 'сам', 'шутка', 'норма']
2720	['чета', 'ток', 'понять', 'сам', 'лесной', 'трасса', 'поле', 'а', 'барнаул', 'кайф', 'кататься', 'город']
2721	['барнаул', 'собраться', 'кататься', 'насколько', 'понять', 'а', 'трасса', 'здоровье', 'но', 'барнаул']
2722	['пара', 'трасса', 'эт', 'апрель', 'далёкий', 'свой', 'окрестный', 'лес', 'озеро', 'поле', 'далёкий', 'человек', 'близкий', 'теплица', '😀']
2723	['без', 'бетон']
2724	['замесить', 'замесить']
2725	['загнать', 'авто', 'гараж', 'утром', 'чистенький', 'выехать', 'дорожник', 'засыпать', 'всё', 'песок', 'заметить', 'гололёд', 'песок', 'сыпать', 'регламент', 'снег', 'сыпать', 'запас', 'закончиться']
2726	['песок', 'замёрзнуть']
2727	['почему', 'мой', 'пол', 'ведро', 'запасти', 'зима', 'ведро', 'песок', 'замёрзнуть', 'возможно', 'дело', 'хозяйствование']
2728	['конечно']
2729	['пойти', 'болт', 'кудрявый', 'прополоскать']
2730	['участвовать']
2731	['👍']
2732	['участвовать']
2733	['удача', 'весь', '😁']
2734	['😊']
2735	['много', 'хороший', 'слышать', 'раз', 'очень', 'хотеться', 'попасть', 'туда']
2736	['фарт']
2737	['на', 'фото', 'стена', 'периодический', 'система', 'химический', 'элемент', 'далее', 'и', 'менделеев']
2738	['и', 'гипсокартон', 'потолок']
2739	['пацан', 'сказать', 'пацан', 'сделать']
2740	['уверенный', 'оно', 'пацан', '🤧']
2741	['ахахи', '🤣🤣🤣🤣🤣']
2742	['уверенный', 'сказать']
2743	['проверять', 'пожить', 'увидеть']
2744	['путин', 'путин', 'говорить', 'выполнять']
2745	['такой', 'точно', 'заметить', 'давно']
2746	['ыыы', '🤣🤣🤣🤣']
2747	['ответ', 'путин', 'чик', 'чик', 'домик', 'двор', 'говорить', 'а', 'счёт', 'международный', 'соглашение', 'конвенция', 'шиидти', 'мыидти', 'кошка', 'выйти']
2748	['хрень', 'барагозить']
2749	['работать', 'ложиться', 'спать', 'хрюкнуть']
2750	['фашист', 'недобитый']
2751	[]
2752	['вроде', 'это', 'внук', 'дед', 'ошибаться']
2753	['это', 'дядя']
2754	['писать', 'дед']
2755	[]
2756	['вообще', 'прочитать', 'написать', 'это', 'вроде', 'правда', 'у', 'ссовца', 'ребёнок', 'соответственно', 'мочь', 'ребёнок', 'один', 'оспорить', 'фашистский', 'ребёнок', 'творить', 'вообще', 'кто', 'удивлять']
2757	['возможно', 'немец', 'скрывать', 'подобный', 'родословный', 'поэтому', 'точно', 'утверждать', 'внук', 'дядя', 'но', 'родство', 'кровь', 'явно', 'прослеживаться']
2758	['не', 'добить', 'гад']
2759	['ошибиться']
2760	['трепло']
2761	['чёт', 'казаться', 'путин', 'прибыть', 'германия', 'это', 'тайный', 'визит', 'нидайбог', 'никто', 'узнать', 'министр', 'юстиция', 'делать', 'вид', 'путин', 'видеть', '😂']
2762	['вряд', 'помнится', 'шойгу', 'вызывать', 'повестка', 'шойгу', 'прийти']
2763	['вызывать', 'шойгу', 'президент', 'министр', 'оборона', 'это', 'бэ', 'равнозначный', 'должность']
2764	['в', 'в', 'путин', 'прибыть', 'германия', 'тайно', 'танк', 'узнать', 'тот', 'сказка', 'услышать', 'стук', 'гром', 'пугаться', 'это', 'лягушонок', 'коробчёнка', 'ехать']
2765	['пожить', 'увидеть', 'но', 'министр', 'юстиция', 'германия', 'явно', 'погорячиться', 'дать', 'такой', 'обещание']
2766	['сам', 'себя', 'иначе', 'наш', 'страна', 'стереть', 'немец', 'порошок', 'это', 'мочь']
2767	['ну', 'громко', 'говорить', 'это', 'делать', 'как', 'это', 'щолец', 'который', 'говорить', 'россия', 'общаться', 'тихорь']
2768	['скорее', 'флаг', 'россия', 'группировка', 'вчк', 'будить', 'висеть', 'рейхстаг']
2769	['рейхстаг', 'давно', 'здание', 'бундесфера']
2770	['такой', 'вчк']
2771	['чвк', 'админ', 'двоечник', 'просто', 'хотя', 'разница', 'существен', 'абривиатура', 'буква']
2772	['скорее', 'роман', 'тарзан', 'тарзанк', 'рвануть', 'германия']
2773	['админ', 'недалеко', 'уйти', 'садиться']
2774	['спасибо']
2775	['милый', 'вообще', 'спрашивать', 'диалог', 'приглашать', 'ваш', 'острота', 'тупой', 'часть', 'мужской', 'половой', 'орган', 'захлопнитесь（закройтесь）', 'навсегда', 'ваш', 'жалкий', 'фейковый', 'профиль']
2776	['профиль', 'фейковый', 'а', 'вполне', 'нормальный', 'некоторый', 'мерка', 'а', 'вы', 'грубиян', 'ещё', 'орган', 'любить', 'бравировать', 'надеяться', 'личный', 'проблема', 'план']
2777	['всероссийский', 'чрезвычайный', 'комиссия', 'и', 'железный', 'феликс']
2778	['какой', 'отвратительный', 'рожа']
2779	['говорить', 'западный', 'партнёр', 'наш', 'президент']
2780	['долбоëб', '😄']
2781	['б', 'добавить', 'сказочный', 'дол', 'ы', 'тявкать', 'забор', 'уметь', '🥵']
2782	['если', 'путин', 'прийти', 'германия', 'эт', 'успокаивать', 'молиться', 'прийти', 'парткать', 'стирать', 'прийтись']
2783	['👍', '😁']
2784	['м']
2785	['трястись', 'конец', 'свет', 'неожиданно', 'непредсказуемый', 'президент', 'рф', 'нагрянуть']
2786	['👌', '🤣']
2787	['быть', 'иметь', 'никакой', 'основание', 'полномочие', 'арест', 'пуьтный', 'а', 'зеленский', 'сам', 'быть', 'судить', 'полный', 'программа', 'военный', 'преступление', 'сделать', 'крайний']
2788	['согласный', 'думать', 'суд', 'дойти', 'друг', 'суд', 'лишний', 'скажито', 'устранить', 'физически']
2789	['один', 'отпустить', '😉']
2790	['вы', '😃']
2791	['скорее', '😂германия', 'всячески', 'стараться', 'оградить', 'визит', 'путин', 'паника', 'такой']
2792	['это', 'очередной', 'показывать', 'лицо', 'запад', 'который', 'весь', 'сила', 'воевать', 'против', 'россия', 'пугать', 'международный', 'суд', 'ха', 'ха']
2793	['каждый', 'свой', 'кто', 'оскар', 'кто', 'ордер']
2794	['за', 'далее', 'ой', 'голова', 'покой', 'нога', 'другой']
2795	['вот', 'нормальный', 'ребёнок', '😁']
2796	['адекватный', 'сообразительный', 'правильно', 'оценить', 'обстановка', 'растеряться', 'принять', 'верный', 'решение']
2797	['хоть', 'сообразить', 'вызывать', 'спасатель', 'сам', 'спускаться']
2798	['разбежаться', 'застрять', 'скала']
2799	['жесть', '😨']
2800	['величие']
2801	['видеть', 'гроб', 'санки', 'везти', 'это', 'середина', 'ноябрь', 'официально', 'переправа', 'открыть', 'один', 'машина', 'подъехать', 'камень', 'другой', 'ждать', 'друг', 'берег', 'так', 'жить']
2802	['господь', 'ненормально', 'всё', 'это', 'дочь', 'жить', 'красноярский', 'край', 'такой', 'погодный', 'условие', 'перевозить', 'хиуса', 'человек', 'воздушный', 'подушка', 'у', 'средневековье', 'какой', '🤦\u200d', '♂️']
2803	['ладный', 'нормально', 'всё', 'главное', 'камень', 'светофор', 'это', 'очень', 'большой', 'жизненный', 'плюс', 'каждый', 'райцентр', 'продукт', 'акция', 'дорогой', 'и', 'пиво', 'местный', 'дешёвый', 'кстати', 'вкусный', 'правда', 'сойти', 'а', 'лещ', 'какой', 'рыбзавод', 'мммммм', 'жить', 'главное', 'ныть', 'ловить', 'позитив', '🤗']
2804	['пиво', 'вкусный']
2805	['тот', 'подушка', 'беречь', 'видимо', 'показуха']
2806	['рисовый', '😁', '🤢']
2807	['слава', 'бог', 'крым', 'наш']
2808	['слышать', 'такой', 'вообще', 'название', 'помнить', 'давно', 'брать', 'ценник', 'каменский', 'ниже', 'барнаульский', 'качество', 'плохой']
2809	['идиот']
2810	['а', 'заставлять', 'ходить', 'экономия', 'электричка', 'автобус', 'для', 'человек', 'рисковать']
2811	['электричка', 'ездить', 'утром', 'барнаул', 'вечером', 'барнаул', 'попасть', 'деревня', 'который', 'находиться', 'речка', 'автобус', 'ходить']
2812	['печально', 'всё', 'мочь', 'переправа', 'воздушный', 'подушка', 'сделать', 'временно']
2813	['администрация', 'камень', 'обь', 'видимо', 'жопить', 'обычно', 'готовый', 'сгнить', 'простой']
2814	['козёл']
2815	['река', 'находиться', 'деревня', 'точно', 'помнить', 'человек', 'нужно', 'больница', 'добраться', 'так', 'далее', 'бабушка', 'дедушка', 'речка', 'жить', 'начинаться', 'такой', 'распутиться', 'человек', 'тяжело']
2816	['тот', 'сторона', 'вроде', 'сузун', 'род']
2817	['пока', 'переправа', 'открыть', 'тяжело']
2818	['это', 'далёкий', 'час', 'езда', 'электричка', 'утром', 'кто', 'машина', 'дорога', 'плохой']
2819	['пипец', 'слово', 'жизнь', 'жить']
2820	['именно', 'речка', 'находиться', 'прям', 'близко', 'плотинный', 'столбовый', 'аллак', 'считаться', 'каменский', 'район']
2821	['круто', 'я', 'нравиться']
2822	['нормально']
2823	['🤣']
2824	['идти', 'год', 'молчать', 'отсутствие', 'газ', 'больница', 'большинство', 'сесть', 'переправа', 'организовать', 'мочь', 'нормальный', 'столько', 'год', 'позор', 'власть', 'уровень']
2825	['власть', 'подушка', 'её', 'жопёнок']
2826	['сам', 'нужный', 'удобный', 'кресло', 'сидеть', '🙄']
2827	['ваш', 'нормальный', 'переправа', 'зто', 'доска', 'застелить']
2828	['это', 'вопрос', 'утверждение', 'если', 'вопрос', 'отвечать', 'нормальный', 'переправа', 'идеал', 'это', 'нормальный', 'мост', 'автомобильный', 'рядом', 'далее', 'который', 'экономический', 'якобы', 'соображение', 'отказаться', 'брать', 'самый', 'минимум', 'электричка', 'частый', 'пускать', 'сторона', 'день', 'либо', 'подушка', 'воздушный', 'настроить', 'который', 'говорить', 'про', 'доска', 'писать']
2829	['исчерпывающий', 'ответ', 'один', 'страна', 'жить']
2830	['это', 'тема', 'другой', 'монолог', 'спросить', 'ответить']
2831	['пока', 'потонуть', 'быть', 'ходить', 'а', 'сказать', 'мчс', 'виноватый', 'предупредить', 'это', 'опасно', '🤷\u200d', '♂️']
2832	['бу', 'га', 'га', 'вода', 'аки', 'посуху', 'идёть']
2833	['и', 'рывок', 'прорыв']
2834	['вот', 'гад', '😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢']
2835	['надеяться', 'найти', 'наказать']
2836	['сволочь', 'бездушный', 'она', 'защититься', 'мочь', 'как', 'страшно', 'гореть', 'заживо']
2837	['жаль', 'домашний', 'дикий', 'б', 'вылезти', 'надеяться', 'поточить', 'клык', 'огненный']
2838	['говорить', 'самый', 'болезненный', 'способ', 'выпить', 'жизнь']
2839	['вот', 'гад', 'не', 'мешать', 'найти', 'этот', 'урод', 'стого', 'наказать', 'такой', 'жестокий', 'убийство', 'повинный', 'животное', 'сегодня', 'жечь', 'животное', 'а', 'завтра', 'также', 'человек', 'начать', 'жечь']
2840	['бедный', 'малыш', 'это', 'какой', 'выродок', 'сжечь', 'живой', 'существо', 'надеяться', 'этот', 'недочеловек', 'найти', 'получить', 'свой']
2841	['кто', 'это', 'просто', 'игрушка', 'живой', 'редкий', 'игрушка', 'вытрепнуться', 'сосед', 'а', 'надоесть', 'топка', 'мороз', '…', 'ну', 'животное']
2842	['это', 'повод', 'жечь', 'живьём', 'неповинный', 'кот', 'если', 'вызывать', 'вопрос', 'содержание', 'пума', 'вольер', 'пума', 'это', 'горный', 'лев', 'распространить', 'юго', 'восток', 'аляска', 'температура', 'ниже', 'нуль', 'приспособить', 'симб', 'год', 'год', 'ухаживать', 'кормить', 'любить', 'пока', 'недочеловек', 'коктейль', 'молотов', 'закидать', 'знать', 'животное', 'абсолютно', 'беспомощно', 'свой', 'вольер']
2843	['один', 'животное', 'заслуживать', 'участь', '«мы', 'ответ', 'тот', 'кто', 'приручили»', 'тем', 'некоторый', 'животное', 'априори', 'должный', 'жить', 'неволе…']
2844	['вот', 'гад', '🤬']
2845	['такой', 'человек', 'опасный', 'общество']
2846	['это', 'человек']
2847	[]
2848	['это', 'изверг', 'сволочь', 'самый', 'настоящий']
2849	['всё', 'таки', 'человек']
2850	['зря', 'говорить', 'настоящий', 'монстр', 'это', 'вампир', 'зомби', 'так', 'далее', 'это', 'человек']
2851	['говорить']
2852	['называть', 'человек', 'язык', 'поворачиваться']
2853	['монстр', 'наверное', 'такой', '🤣']
2854	['абсолютно', 'правый']
2855	['это', 'человек', 'каждый', 'шаг']
2856	['кто', 'этот', 'тварь', 'найти', 'жестоко']
2857	['какой', 'лапочка', 'рука', 'подняться', 'читать', 'плакать', 'хотеть']
2858	['чудом', 'остаться', 'живой', 'с', 'выздоровление']
2859	['вот', 'доводить', 'экзамен', 'ваш']
2860	['курить', 'младший', 'класс']
2861	['бояться', 'это', 'причина', 'заболеть', 'анорексия']
2862	['давать', 'отменить', 'вообще', 'школа', 'некоторый', 'психически', 'больной', 'ребёнок', 'выбрасываться', 'окно', 'возраст', 'свой', 'болезнь', 'хороший', 'закрыть', 'школа', 'университет', 'лечить', 'психический', 'заболевание', '🤦\u200d', '♂️']
2863	['иметь', 'ввиду', 'экзамен', 'вообще', 'иметь', 'никакой', 'смысл', 'говорить', 'учиться', 'учиться', 'сейчас', 'происходить', 'школа', 'это', 'особо', 'значение', 'иметь']
2864	['экзамен', 'иметь', 'смысл', 'какой', 'принцип', 'быть', 'определять', 'достойный', 'получить', 'аттестат', 'диплом', 'просто', 'штаны', 'просиживать', 'или', 'определимый', 'достойный', 'поступить', 'бюджет']
2865	['аттестат', 'достойный', 'получить', 'всё', 'просиживать', 'штаны', 'видно', 'оценка', 'характеристика', 'подросток', 'ваш', 'тот', 'достоять', 'поступить', 'бюджет']
2866	['добрый', 'давать', 'весь', 'налево', 'направо', 'раздавать', 'вы', 'давно', 'школа', 'учиться', 'по', 'мой', 'мнение', 'бюджет', 'достойный', 'тот', 'действительно', 'хотеть', 'учиться', 'просиживать', 'штаны', 'я', 'учиться', 'минимум', 'человек', 'школа', 'появляться', 'праздник', 'они', 'естественно', 'знать', 'оценка', 'это', 'вообще', 'показатель', 'учитель', 'рисовать', 'иначе', 'наказать', 'а', 'тот', 'исправно', 'ходить', 'ничего', 'делать', 'ни', 'дз', 'классный', 'работа', 'соответственно', 'свой', 'отсидеть', 'голова', 'перекатить', 'поле', 'так', 'весь', 'красивый', 'глаз', 'давать', 'аттестат', 'а', 'такой', 'очень', 'часто', 'ещё', 'мёд', 'хотеть', 'поступить', 'хотеть', 'попасть', 'такой', 'доктор', 'медсестра']
2867	['давать', 'вы', 'думать', 'тот', 'хотеть', 'стать', 'медик', 'приложить', 'усилие', 'изучить', 'сфера', 'реально', 'интересно', 'быть', 'учиться', 'просто', 'идти', 'учиться', 'медик', 'сказать', 'родитель', 'уйти', 'красный', 'диплом', 'этот', 'медицина', 'никуда', 'сдаться']
2868	['случай', 'диплом', 'нужный', 'вообще', 'никто', 'профессия', 'большинство', 'работать']
2869	['ой', 'наивный', 'учиться', 'такой', 'который', 'мёд', 'собираться', 'собственный', 'желание', 'чисто', 'красивый', 'халатик', 'это', 'престижно', 'сам', 'понимать', 'какой', 'отношение', 'учёба', 'ответственность', 'идти', 'туда', 'человек', 'помогать']
2870	['молодец', '🔥']
2871	['пушкин', 'лермонтов', 'смочь', 'сдать', 'егэ', 'егэ', 'бред', 'бредовый', 'нацелить', 'против', 'участник', 'образовательный', 'процесс', 'это', 'очевидный', 'обыватель', 'срочно', 'поднять', 'зп', 'раз', 'депутат', 'угомониться', 'такой', 'решение']
2872	['егэ', 'сдать', 'а', 'твой', 'пушкин', 'значит', 'тупой', 'кроме', 'писать', 'односложный', 'стишок', 'уметь']
2873	['сразу', 'видно', 'деградация']
2874	['ты']
2875	['вы', 'выпивать', 'говорить', 'образование', 'слово']
2876	['пушкин', 'трогать']
2877	['высокий', 'образование', 'отличие', 'птушник']
2878	['образовать', 'человек', 'позволить', 'подобный', 'высказывание']
2879	['высокий', 'образование', 'ум', 'давать', 'вы', 'точно']
2880	['особенный', 'свой', 'пушкин', 'шанс', 'поступить', 'престижный', 'универ', 'это', 'человек', 'знак']
2881	['родиться', '🤣']
2882	['здоровье']
2883	['спасибо']
2884	['молодец', 'выздоравливать', '🙏']
2885	['обострение', 'егэ', 'первый', 'экзамен']
2886	['класс', 'обычный', 'устный', 'экзамен', 'который', 'полоумный', 'особь', 'требовать', 'вернуть', 'вместо', 'егэ', 'как', 'видеть', 'форма', 'экзамен', 'вообще', 'зависеть', 'психический', 'отклонение', 'это', 'рождение']
2887	['написать', 'огэ', 'первый', 'экзамен', 'если', 'речь', 'огэ', 'выходить', 'год', 'пройти', 'обострение', 'егэ', 'да', 'лабильный', 'нервный', 'система', 'или', 'девочка', 'манипулировать', 'взрослый', 'человек', 'взгляд', 'область', 'психиатрия']
2888	['год', 'класс', 'никакой', 'огэ', 'ещё']
2889	['точно', 'сын', 'год', 'ровесник', 'первый', 'сдавать', 'экзамен', 'забыть']
2890	['речь', 'человек', 'любить', 'обвинять', 'психический', 'отклонение', 'свой', 'ребёнок', 'егэ', 'дело', 'обычный', 'экзамен', 'обморок', 'падать', 'мост', 'сбрасываться', 'если', 'отклонение', 'какой', 'вид', 'экзамен']
2891	['здоровье', 'мозг', 'женщина']
2892	['ага', 'желательно', 'четь', '😁']
2893	['так', 'ребёнок', 'внушать', 'это', 'смертельно', 'опасный', 'дело', 'этот', 'экзамен', 'страшный']
2894	['сдавать', 'первый', 'экзамен', 'который', 'егэ', 'это', 'обычный', 'устный', 'экзамен', 'который', 'призывать', 'вернуть', 'а', 'она', 'этот', 'обычный', 'экзамен', 'развиться', 'анорексия', 'так', 'шах', 'мат', 'противник', 'егэ', '😏']
2895	['сдавать', 'гиа', 'а', 'устный', 'экзамен']
2896	['егэ', 'вы', 'ошибиться']
2897	['год', 'сдавать', 'никакой', 'гиа', 'подобный', 'сдавать']
