	comment
493	['выселять']
494	['вредитель', 'жилец', 'расселить']
495	['застройщик', 'очищать', 'територий', 'дешёвый', 'выйти', 'сносить', 'вывозить']
496	['конечно', 'сделать', 'улица']
497	['разобрать', 'бревно']
498	['вырасти', 'спрос', 'полугнилой', 'летний', 'дерево']
499	['это', 'хороший', 'дерево', 'ведь', 'поверженный', 'гниль', 'вообще', 'сруб', 'стоять', 'триста', 'год']
500	['дерзать', 'скупать', 'что', 'сидеть', 'вы', 'видимо', 'бизнесмен', 'опытный', 'знать', 'большой', 'остальной']
501	['сгореть', 'а', 'бизнесмен', 'мало', 'знать', 'программа', 'купить', 'перепродать', 'лапша', 'ухо', 'навещать', 'а', 'знать', 'остальной', 'образовать', 'а', 'мома', 'пост', 'достаточно', 'пример', 'пообщаться', 'опытный', 'строитель', 'время', 'ссср', 'жаль', 'мало']
502	['кирпичный', 'бревно']
503	['всё', 'ещё', 'куча', 'такой', 'дом', 'город', 'всё', 'ваш', 'рука', 'посмотреть', 'сколько', 'живой', 'дерево', 'оттуда', 'добыть']
504	['лес', 'пока', 'распилить', 'цепь', 'пил', 'разориться', 'там', 'песок', 'гвоздь', 'лес', 'тяжело', 'пилиться', 'так', 'выгодно', 'логистика', 'разбор', 'затратешиться']
505	['сам', 'загореться', 'очевидный', '🤣']
506	['молния']
507	['ждать', 'новый', 'трц', 'дом']
508	['новый', 'департамент', 'контроль', 'незаконный', 'оборот', 'пенсия', 'социальный', 'выплата', '😉']
509	['спасибо', 'кэп']
510	['земля']
511	['деревянный', 'сухой', 'спичка', 'сгореть', 'минута', 'весь', 'пепел', 'остаться']
512	['дерево', 'перекрытие', 'перегородка', 'стена', 'кирпичный']
513	['он', 'разобрать', 'весь', 'кровля', 'там', 'хлам', 'видимо', 'вывозить', 'прийтись', 'сгореть', 'сгореть']
514	['демонтаж', '👍']
515	['да', 'поверхность', 'лежать', 'за', 'разборка', 'нужно', 'платить', 'вывоз', 'прочее', 'пожар']
516	['лы', 'наверное', 'поджечь', 'думать', 'военкомат']
517	['купить', 'колесо', 'нива']
518	['два', 'шина', 'один', 'вли', 'новый', 'запаска', 'второй', 'кама', 'вроде', 'безкамерный', 'слой', 'работать', 'камера', 'нужно', 'ставить']
519	['вроде', 'колесо', 'сбор']
520	['нужный', 'комплект', 'грязевый']
521	['продать', 'р']
522	['делать', 'заказ', 'обложка', 'паспорт', 'натуральный', 'кожа', 'ручной', 'работа', '✅️', 'не', 'дорого']
523	['кружка', 'ручной', 'работа', 'дизайн', 'выбор']
524	['цена']
525	['здравствуйте', 'руб', 'зависимость', 'сложность', 'дизайн']
526	['продать', 'р']
527	['большой', 'информация']
528	['декор', 'ручной', 'работа', 'дизайн', 'выбор']
529	['делать', 'заказ', 'портмоне', 'размер', '×', 'сложить', 'вид', 'ручной', 'работа', 'натуральный', 'кожа', '✅️']
530	['детский', 'термоковрик', 'наличие', 'руб']
531	['матрац', 'медицинский', 'абсолютно', 'новый', 'цена']
532	['делать', 'заказ', 'обложка', 'паспорт', 'в', 'у', 'натуральный', 'кожа', 'ручной', 'работа', '✅️']
533	['мочь', 'оштрафовать']
534	['прохожий', 'мимо', 'мужчина', 'журналист', 'алтапресс', 'публикация', 'перечитывать', 'написать']
535	[]
536	['мимокрокодил']
537	['думать', 'двач', 'репост']
538	['редактор', 'смотреть', 'видеть', 'вместо', 'буква', 'неведомый', 'закорючка', 'он', 'спрашивать', 'чукча', 'читать', 'вообще', 'уметь', 'чукча', 'однако', 'читатель', 'чукча', 'писатель', '😉']
539	['что', 'причудливый', 'прохожий', 'мимо', 'мужчина']
540	['поколение', 'егэ', 'устроиться', 'работа']
541	['нееросеть', 'новостит', 'постит']
542	['а', 'удосужиться', 'помочь', 'снимать', 'стоять', 'равнодушно']
543	['поколение', 'тиктокер', 'что', '🤷', '😞']
544	['прошлый', 'пост', 'отписываться', 'парень', 'молодец', 'просто', 'раскидать', 'гореть', 'палета', 'тиктокер', 'ждать', 'пока', 'разгореться', 'поди', 'поджечь']
545	['возможно', 'жить', 'дом', 'рядом', 'видеть', 'курить', 'а', 'снимать', 'автор', '«курилка»']
546	['мимо', 'прохожий', 'чей', 'общество', 'вхожий', 'двигать', 'паллет', 'огонь', 'бояться', 'дело', 'закончить', 'позвать', 'дочка', 'вдаль', 'уходить', 'отряхнуть', 'длань']
547	['стишок', '🔥']
548	['это', 'мужчина', 'похоже', 'гореть', 'пусть', 'гореть', 'пройти', 'мимо', 'поджог', 'обвинить']
549	['пусть', 'гореть', 'поддон', 'лёд', 'растаять']
550	['нехер', 'курить']
551	['неравнодушный', 'гражданин']
552	['этот', 'проблема', 'мой', 'память', 'год']
553	['ещё', 'год', 'пять', 'назад', 'такой', 'помнить']
554	['всегда']
555	['ну', 'аккуратно', 'лежать']
556	['так', 'уютный', 'домашний', 'фекалия', 'помои', 'нищета']
557	['😅']
558	['это', 'посмотреть', 'европа', 'происходить', 'вообще', 'мусор', 'утопать', 'забастовка', 'газ', 'отключить']
559	['помёрзнуть', 'пустой', 'улица', 'обледенеть', 'статуя', 'бывший', 'человек']
560	['давать', 'учиться', 'сортировать', 'мусор', 'понемногу', 'главное', 'начать', 'тогда', 'стать', 'понятно', 'сколько', 'мусорить', 'прийти', 'понимание', 'стремиться', 'малый', 'ненужный', 'упаковка']
561	['вопрос', 'сортировать', 'если', 'увозить', 'перерабатывать', 'никто', 'заниматься', 'дать', 'ситуация', '🤦\u200d', '♂️']
562	['давать', 'вывозить', 'начало', 'начать']
563	['дело', 'вывозить', 'кол', 'мусор', 'год', 'год', 'расти', 'поэтому', 'учиться', 'утилизировать', 'сортировать', 'просто', 'вывозить', 'глаз', 'долой']
564	[]
565	['сортировать', 'куча', 'мусор', 'никто', 'вывозить', 'гнить', 'улица']
566	['сортировать', 'сдавать', 'переработка', 'если', 'вы', 'отсортировать', 'сдать', 'переработка', 'переработать', 'куча', 'мусор', 'быть', 'маленький', 'раз', 'потом', 'быть', 'думать', 'избегать', 'лишний', 'мусор', 'упаковка', 'пакет', 'так', 'далее', 'переходить', 'возможно', 'многоразовый', 'вещь', 'ссылка', 'алексей', 'действительно', 'интересоваться', 'просто', 'писать', 'комментарий', 'пожаловаться', 'плохо', 'никто', 'вывозить', 'мусор']
567	['давать', 'сортировать', 'ага', 'у', 'балкон', 'завалить', 'мытый', 'пластик', 'месяц', 'пока', 'эко', 'такси', 'приезжать', 'пара', 'хватить', 'это', 'дело', 'послать', 'нафиг', 'нужно', 'ставить', 'бак', 'сразу', 'дом', 'хранить', 'шляпа', 'дом', 'месяц']
568	['знакомый', 'бак', 'пластика', 'окно', 'общий', 'бак', 'весь', 'мусор', 'кидать', 'аргумент', 'кто', 'быть', 'сортировать', 'тот', 'забирать', 'пластик', 'сдавать', 'деньга', 'делать', 'бесплатно', 'должный', 'сортировать']
569	['кто', 'это', 'чтобы', 'сортировать', 'нужный', 'развить', 'инфраструктура', 'сбор', 'мусор', 'а', 'мусоровоз', 'ходить', 'двор']
570	['вы', 'подумать', 'обязательно', 'найти', 'ответ', 'свой', 'вопрос', 'кто', 'это']
571	['так', 'мусорный', 'контейнер', '🤔', 'или', 'потоковский', 'свинья', 'выкидывать', 'мусор', 'везде', 'вздуматься', 'должный', 'ходить', 'убирать', 'они']
572	['контейнер', 'видно', 'вывозить']
573	['наваливать', 'туда', 'ещё', 'мусор', 'свинья', 'привыкнуть', 'жить', 'свинарник', 'никакой', 'вывоз', 'мусор', 'помочь']
574	['дом', 'хранить']
575	['это', 'единственный', 'мусорк', 'поток', 'отнести', 'тот', 'который', 'мусор', 'вывозить', 'или', 'потоковский', 'свинья', 'интеллект', 'хватать', 'это']
576	['новостройка', 'свинья', 'маленький']
577	['пздца', 'дегенерат']
578	['выбрасывать', 'мусор', 'на', 'пл', 'октябрь', 'чтоль', 'ездить', 'или', 'сказать', 'жить', 'туда', 'быть', 'привозить', 'мусор']
579	['один', 'помойка', 'весь', 'поток', 'или', 'весь', 'поток', 'это', 'один', 'больший', 'помойка', '🤣🤣']
580	['ум', 'хватать', 'подумать', 'мусор', 'мочь', 'вывозить', 'несколько', 'день']
581	['такой', 'поток']
582	['пусть', 'лежать', 'следующий', 'зима']
583	['там', 'половина', 'втора', 'сырьё', 'ввести', 'закон', 'жкх', 'сортировка', 'мусор', 'сдавать', 'переработка', 'деньга', 'благотворительность', 'нужда', 'дом']
584	['деньга', 'обратно', 'кошелёк', 'должный', 'идти', 'ещё', 'закон', 'ввести', 'инфраструктура', 'бюджет', 'надзорный', 'орган', 'это', 'просто', 'ещё', 'один', 'строчка', 'книжка']
585	['поток', '😎']
586	['мы', 'маленький', 'ребёнок', 'мы', 'хотеться', 'гулять']
587	['вчера', 'навещать', 'наш', 'зоопарк', 'но', 'мимишка', 'увидеть', 'видимо', 'крепко', 'спасть']
588	['взгляд', 'серия', 'блин', 'попасть', 'что', 'ващий', 'тварицца']
589	['а', 'мусор', 'быть', 'её', 'чистить', 'лето', '🤔', '🤧', '🙄', '😳', '😲', '🌱🌱🌱🌱🌱🌱🌱🌱🌱']
590	['народ', 'аккуратный', 'стать']
591	['от', 'лёд', 'за', 'новость', 'спасибо', 'русский', 'садиться']
592	['диктант', 'ка', '😂']
593	['школа', 'научить', 'мы', 'приходиться', '🤷', '😞']
594	['думать', 'бесполезно', 'это', 'нынешний', 'поколение', '😞']
595	['вода', 'камень', 'точить', 'прийти', 'время', 'возможно', 'задуматься', 'и', 'взяться', 'ум']
596	['глубоко', 'сомневаться', 'ваш', 'довод', 'деградировать', 'население']
597	['разница', 'бороться', 'последний', 'наблюдать', 'сложить', 'рука', '🤷']
598	['хотеть', 'заметить', 'сеять', 'русь', 'наблюдать', 'покласть', 'рука', 'кстати', 'думать', 'такой', 'слово', '«сложа»']
599	['большой', 'могучий', 'русский', 'язык', 'если', 'слышать', 'слово', 'факт', 'слово', 'язык', '🤷']
600	['слово', 'сложить', 'слово', 'покласть', 'я', 'согласный', 'ставтить', 'лайк', '😂']
601	['иметь', 'ввиду', 'слово', 'ложить', 'который', 'приставка', 'употребляться', 'а', 'фразеологизм', 'сложить', 'рука', 'вполне', 'употребляться']
602	['великое', 'событие', 'похлопать', 'дружно', '👏']
603	['чудо', 'какой', '😒', 'божественный', 'вмешательство', 'не', 'иначе']
604	['можно', 'начинать', 'строительство', 'высотка', 'алло', 'франк']
605	['админ', 'выпиливать', 'комментарий', 'поход', 'писать', 'человек', 'выражение', 'сложить', 'рука', 'явно', 'незнакомый', 'свой', 'эго', 'потешить', 'явно', 'получиться']
606	['добрый', 'утро']
607	['да', 'нифига']
608	['хотеть', 'голова', 'дерипаск', 'сделать', 'люстра', 'можно', '❓']
609	['добрый', 'утро', 'отличный', 'воскресный', 'день', '🤗']
610	['хороший', 'день', 'алтай', '✌']
611	['а', 'ветер', 'писать']
612	['глупость', 'чтобы', 'получить', 'желаемый', 'нужно', 'сначала', 'научиться', 'правильно', 'желать', 'для', 'нужно', 'трезво', 'оценивать', 'свой', 'возможность', 'мечтать', 'несбыточный', 'существовать', 'заслуживать', 'редко', 'заслуживать', 'совпадать', 'хотеть', 'у', 'кто', 'совпадать', 'счастливый']
613	['красиво']
614	['замечательный', 'фото', '✨']
615	['весь', 'спать']
616	['срать', 'прочитать', 'один', 'глаз', '😅']
617	['ещё', 'туалет', 'рабочий', 'бесплатный', 'франк', 'бесплатный', 'туалет', 'город', 'барнаул']
618	['давать', 'летний', 'фото', '😄', '🌴', '🌞']
619	['это', 'барнаул', 'реальность', 'и', 'он', 'жить', 'человек', 'создать', 'нейросеть']
620	['странно', 'только', 'вчера', 'писать', 'толщина', 'лёд', 'обь', 'смотреть', 'а', 'сегодня', 'лёд', 'стать', 'тонкий', 'гребной', 'канал', 'вообще', 'течение', 'самый', 'прикол', 'инспектор', 'стоить', 'лёд', 'нагружать', 'ещё']
621	['он', 'промерзать', 'полностью', 'лёд', 'сходетый', 'маю']
622	['вот', 'напоминать']
623	['интересно', 'сколько', 'погибать', 'лёд', 'водоём', 'сколько', 'погибать', 'гололёд', 'город', 'калечиться', 'ледяной', 'тротуар', 'уверенный']
624	['«ай', 'яй', 'ходить', 'тут»', 'рейд', 'выглядеть']
625	['где', 'тонкий', 'лёд', 'наслать', 'там', 'минимум', 'ещё', 'сантим']
626	['у', 'муха', 'балкон', 'проснуться']
627	['два', 'штука', 'хлопнуть']
628	['какой', 'вариант']
629	['с', 'бодун', 'проснуться', 'понять']
630	['🤣']
631	['у', 'жена', 'утром', 'проснуться', 'что', 'делать']
632	['отмеждубулить']
633	['нуахуеть', 'новость']
634	['ночной', 'бабочка', 'эльвира']
635	['бедный', 'машинка', '😔']
636	['не', 'гонять', 'пацан', 'мать', 'ещё', 'нужный', 'а', 'чай', 'хороший']
637	['так', 'погибать', 'легендарный', 'автомобиль']
638	['да', 'чее', 'сейчас', 'вытянутый', 'шпатлить', 'накидать', 'дром', 'висеть', 'битый', 'крашеный']
639	['он', 'легендарный', 'г', 'фе', 'сила', 'рулиться', 'карта', 'гоночный', 'да', 'корова', 'рулиться', 'или', 'супер', 'смелый', 'прорывный', 'дизайн', 'да', 'обмылок', 'х', 'эпоха', 'биодизайн']
640	['смотреть', 'сравнивать', 'обязательно', 'л', 'весёлый', 'объём']
641	['дедушка']
642	['менее', 'поклонник', 'знать', 'весь', 'россия']
643	['надёжность', 'позавидовать', 'любой', 'марк', 'тот', 'год', 'говорить', 'нынешний']
644	['ага', 'привет', 'дизельный', 'мерседес', 'старый', 'вольво', '😆']
645	['знать', 'сибирь', 'большой', 'хлам', 'нигде', 'нужный']
646	['бензинка', 'далеко', 'уйти']
647	['это', 'хлам']
648	['распил', '🤷\u200d', '♂️']
649	['утилизация']
650	['пешком', 'ходить']
651	['неий']
652	['переживать', 'успеть']
653	['жаль', 'машинка', 'очередной', 'легенда', 'погибнуть', 'неумелый', 'рука']
654	['легендарный']
655	['контрактный', 'шаровой', 'легендарный']
656	['вместе', 'колодка', 'фильтр', '😆']
657	['город', 'ваш', 'говно', '💩', 'жить', 'славгород']
658	['каждый', 'муха', 'хвалить', 'помойка', '🤧']
659	['🤣', 'сомневаться']
660	['славгород', 'хороший', 'город', 'поспорить']
661	['город']
662	['здорово', 'тупой', 'ые', 'пё', 'зды', 'жить', 'славгород', '🤣']
663	['славгород', 'вообще', 'говно', 'хорошо', 'жить']
664	['в', 'голосина', 'ска', '🤣🤣', '🤡']
665	['😂😂😂', 'славгород', 'такой', 'дупло']
666	['местный', 'житель']
667	['планета', 'земля', 'написать', 'майминский', 'район']
668	['это', 'понять', 'майминский', 'район']
669	['логика', 'местный', 'житель', 'это', 'житель', 'село', 'майма', '🤷\u200d', '♂️']
670	['это', 'марк', 'чайзер']
671	['разница', 'нету', 'всё', 'идти', 'база', 'марк', 'поэтому', 'называть', 'маркообразный', 'крест', 'чайзер', 'так', 'далее', '👌']
672	['маркообразный', 'один', 'г', 'вно']
673	['так', 'быть', 'человек', 'долпаеп', 'долпаеб', 'мы', 'человек', '😄', 'видео', 'твой', 'что', 'вообще', 'копейка', 'вставить']
674	['твой', 'комментарий', 'это', 'копейка', 'вставить']
675	['жесть', 'блин', '🤦\u200d', '♀']
676	['опять', 'байден', '🤣']
677	['обама', 'ещё', 'убрать']
678	['бак', 'давать', 'закинуть', 'пакет', 'выныривать', 'подождать', 'момент']
679	['частый', 'мусор', 'вовремя', 'увозить', 'затем', 'ветер', 'собака', 'разбрасывать', 'так', 'всё', 'довольно', 'просто', 'никакой', 'магия']
680	['хотеть', 'запечатлить', 'камерка']
681	['край', 'ждать', 'путин', 'в', 'в', 'лично', 'приехать', 'убрать']
682	['в', 'бак', 'кидать', 'религия', 'позволять', 'гадить', 'нога', 'визжать', 'свинья', 'бойня', 'спаситипамагить', 'отход', 'тоним', '🤣🤣🤣🤣']
683	['убирать', 'вовремя', 'перекладывать', 'проблема', 'другой']
684	['контейнер', 'поздно', 'вывозить', 'хотеть', 'лайфхак', 'мешок', 'мусор', 'аккуратно', 'ставить', 'рядом', 'кидать', 'попасть', 'соответственно', 'всё', 'сразу', 'убираться']
685	['собака', 'мочь', 'разнести', 'ветер', 'раздуть', 'они', 'бак', 'убирать', 'видимо', 'мусор', 'рядом']
686	['думать', 'ещё', 'многое', 'дворник', 'зависеть', 'вот', 'мужчина', 'золотой', 'рука', 'железный', 'нерв', 'уважение']
687	['хороший', 'отношение', 'реагировать', 'дело', 'дворник']
688	['правильно', 'нырять', 'глубокий']
689	['можнонинада', '🤣']
690	['🤨']
691	['пачимуууа']
692	['сказать', 'захотеть', '🤭', '🙃', '😂']
693	['а', 'ужас', 'ещё', 'видеть', 'город', 'кроме', 'житель']
694	['вот', 'это', 'срач']
695	['нифига', 'засраться']
696	['у', 'неделя', 'вывозить', 'мусор', 'дорога', 'развезти', 'когда', 'контейнер', 'заполниться', 'доверху', 'стать', 'ставить', 'рядом', 'потом', 'собака', 'это', 'растаскивать']
697	['зачастую', 'оно']
698	['месяц', 'вывозить', 'мусор', 'и', 'каждый', 'новый', 'отмазка']
699	['здравствуйте', 'указать', 'пожалуйста', 'адрес', 'контейнерный', 'площадка', 'который', 'идти', 'речь', 'передать', 'информация', 'специаслита', 'принятие', 'мера']
700	['здравствуйте', 'тачалов', 'тачалов', 'мы', 'обращаться', 'центральный', 'администрация', 'направить', 'автодора', 'а', 'сказать', 'наш', 'улица', 'находиться', 'вне', 'граница', 'муниципальный', 'заказ', 'а', 'прочистить', 'грейдер', 'мусоровоз', 'проехать']
701	['здравствуйте', 'какой', 'адрес', 'вывозиться', 'мусор', 'уточнить', 'пожалуйста']
702	['из', 'бак', 'заполнить', 'сам', 'насрали', 'сам', 'убрать']
703	['именно', '🤦\u200d', '♂️', 'собака', 'бак', 'доставать', 'пакет', 'около', 'бак', 'дербанить', 'поиск', 'еда']
704	['именно']
705	['👍']
706	['сам', 'свинья', '🤷\u200d', '♀️']
707	['именно', '🤦\u200d', '♂️', 'собака', 'бак', 'доставать', 'пакет', 'около', 'бак', 'дербанить', 'поиск', 'еда']
708	['это', 'бак', 'пустой', 'видно', 'раздербанить', 'собака']
709	['поэтому', 'пустой', 'внимательный', 'читать', 'пожалуйста', 'собака', 'из', 'бак', 'доставать', 'пакет', 'запрыгивать', 'внутрь', 'бак', 'выпрыгивать', 'вместе', 'пакет', 'мусор', 'и', 'далее', 'текст', 'выше']
710	['пустота', 'бак', 'собака', 'вынести', 'мусор', 'в', 'бак', 'бросать']
711	['хоспидти', 'свидание', '😄']
712	['так', 'хотеться', 'увидеть', 'картинка', 'до', 'после']
713	['а', 'организовать', 'вывоз', 'снег', 'зима', 'слабо', 'а', 'кривая', 'вывести', 'вчера', 'мера', 'очь', 'отчитаться']
714	['какой', 'подтопление', 'ну', 'снег', 'весна', 'таять', 'в', 'проблема']
715	['хорошо', 'бороться', 'керамический', 'проезд', 'труба', 'смочь', 'прочистить', 'кинуть', 'дорога', 'рукав', 'пожарный', 'решить', 'перекочать', 'вода', 'насос', 'заливать', 'гараж', 'колено', 'вода', 'два', 'сораёк', 'плавать', 'сейчас', 'вода', 'ночью', 'сейчас', 'это', 'замёрзнуть', 'вопрос', 'откачивать', 'вода']
716	[]
717	['здравствуйте', 'конкретизировать', 'пожалуйста', 'ваш', 'проблема', 'специалист', 'мочь', 'разобраться', 'ситуация', 'уточнить', 'какой', 'участок', 'идти', 'речь']
718	['добрый', 'день', 'передать', 'ваш', 'информация', 'специалист', 'профильный', 'комитет', 'ответ', 'вернуться', 'поздний', 'март']
719	['на', 'бумажка', 'уметь', 'отчитываться', 'мы', 'ответить', 'враньё', 'особенно', 'понравиться', 'автомобильный', 'дорога', 'весь', 'дорога', 'разбить', 'автомобиль', 'который', 'центральный', 'баня', 'ехать', 'двенадцать', 'ночь']
720	['комитет', 'дорожный', 'хозяйство', 'барнаул', 'самый', 'большой', 'фэйк', 'отвечать']
721	['дорога', 'должный', 'выше', 'труба', 'обочина', 'стекать', 'вода', 'вода', 'находиться', 'течь', 'сто', 'год', 'человек', 'дело', '🤭']
722	['ливневка', 'должный', 'работать']
723	['идти', 'купаться', '😂']
724	['лайк', 'кнопка', 'громкость', 'пожмакать', '😀']
725	['🤣', '👍']
726	[]
727	['сука', 'раз', 'думать', 'телефон', 'звезда']
728	['уверенный', 'цитировать', 'это', 'видео']
729	['значит', 'ядрипартка', 'называться']
730	['там', 'звук']
731	['он', 'говорить', 'ай', 'яй', 'яй', 'досада']
732	['это', 'озеро', 'дом', 'папанинец', 'а', 'рядом', 'школа', 'причём', 'партизанский', 'ядринцев', 'мда…', 'географ']
733	['проблема', 'решиться', 'точный', 'местоположение', 'определить']
734	['проблема', 'это', 'озеро', 'решаться', 'а', 'место', 'точный', 'определять', 'наверное', 'год', 'смотреть', 'балкон', 'это', 'чудо', 'ну', 'сегодня', 'выглядеть', 'немного', 'подмёрзлый']
735	['гореть', 'пучина', 'безнравственный', 'у', 'когнитивный', 'диссонанс', 'говорить']
736	['озеро', 'партизан', 'вытекать', 'река', 'ядренка']
737	['рассказать', 'магазин', 'в', 'контакт', 'рассказать', 'судьба', 'барнаулец', 'обходить', 'магазин']
738	['пахнуть', 'развод']
739	['опять', 'шипуново']
740	['что', 'часто', 'нынче', 'поезд', 'залетать']
741	['писать', 'частый', 'стать', 'лезть', 'завидный', 'постоянство']
742	['попробовать', 'пройти', 'один', 'половина', 'село', 'другой', 'иначе…', 'при', 'поезд', 'стать', 'стоять', 'путь', 'практически', 'целый', 'день', 'пешеходный', 'мост', 'отсутствовать', 'объявлять', 'поезд', 'настолько', 'тихо', 'некоторый', 'разговаривать', 'голос', 'громкий', 'отчёт', 'этот', 'весь', 'ладный', 'складный', 'факт']
743	['очевидный', 'известный', 'робот', 'машинист']
744	['её', 'знать']
745	['для', 'поезд', 'момент', 'свой', 'появление', 'залетать']
746	['разрыв', 'проход', 'фото', 'видный', 'в', 'проблема', 'пользоваться', 'не', 'изобретать', 'лезть', 'поезд', 'они', 'крайний', 'искать']
747	['это', 'получиться', 'такой', 'сфоталь', 'якобы', 'я', 'жить', 'знать', '«правдивый', 'фото»']
748	['сегодня', 'разрыв', 'далёкий', 'кто', 'виноватый']
749	['долго', 'общаться', 'тема', 'каждый', 'свой', 'мнение…', 'день', 'ночью', 'это', 'случиться', 'разрыв', 'небыть']
750	['я', 'пас', 'коментировать', 'тема']
751	['и', 'это', 'день', 'ночью']
752	['в', 'шипуново', 'вообще', 'бардак', 'жд']
753	['не', 'внимательный']
754	['не', 'че', 'лазить', 'попасть']
755	['стадион', 'дюсш', 'достроить', 'родинский', 'район', 'год', 'строить', 'школа', '🤦\u200d', '♂🤦\u200d♂🤦\u200d♂']
756	['работник', 'администрация', 'квартира', 'машина', 'покупать']
757	['🤔🤔🤔']
758	['деньга', 'новый', 'школа', 'отстроить']
759	['млн', 'новый', 'построить']
760	['школа', 'новый', 'построить', 'деньга']
761	['отправить', 'ремонт', 'дойти', 'казаться', 'дорога', 'делать', 'именно', 'такой', 'принцип', 'ремонт', 'иначе', 'обстоять', 'дело']
762	['директор', 'школа']
763	['снести', 'школа', 'построить', 'новый', 'или', 'память', 'оставить']
764	['в', 'остальной', 'миллион', 'карман']
765	['флаг', 'признак', 'агрессия']
766	['хороший', 'раздать', 'ориентировка', 'международный', 'преступник', 'который', 'оккупировать', 'россия', 'удерживать', 'власть', 'год', 'пора', 'россия', 'стать', 'свободный']
767	['разделить', 'отдельный', 'княжество']
768	['какой', 'век', 'сударь']
769	['сша', 'спать', 'видеть', 'россия', 'век']
770	['какой', 'век', 'застрять', 'и', 'палата', 'россия', 'оттуда', 'вылазить', 'считать', 'путин', 'давать', 'расти']
771	['россия', 'свободный', 'страна', 'один', 'самый', 'свободный']
772	['её', 'закон', 'просто', 'блистать', 'свобода', 'путин', 'друг', 'свободный', 'самый', 'свободный', 'закон', 'подкрутить', 'работать', 'благо', 'житель', 'россия', 'страдать', 'закон', 'гнутый', 'обдирать', 'садить', 'тюрьма', 'закрывать', 'рот', 'нужно', 'пустословить', 'весь', 'давно', 'известно']
773	['закон', 'ущемлять', 'всякий', 'гей', 'ущемлять', 'смешно', 'читать', 'какой', 'странный', 'потуга', 'кто', 'страдать', '😁ага', 'изстрадаться', 'сидеть', 'ждать', 'хохол', 'освободить', '🤣']
774	['предатель', 'на', 'передовой', 'научиться', 'родина', 'любить']
775	['никто', 'запрещать', 'радоваться', 'кабальный', 'закон', 'погружение', 'россия', 'средневековье', 'деградация', 'весь', 'это', 'нравиться', 'многие', 'хотеть', 'иметь', 'будущее', 'перспектива', 'развитие', 'человек', 'страна', 'поэтому', 'ваш', 'мнение', 'единственный']
776	['передовой']
777	['благополучие', 'серьёзно', 'стать', 'благополучный', 'стать', 'патриот', 'у', 'семья', 'наверное', 'любовь', 'расчёт', 'понимать', 'извинить', 'обидеть', 'хотеть']
778	['дружище', 'капитализм', 'жить', 'всё', 'расчёт', 'это', 'мы', 'показать', 'власть', 'имущий']
779	['это', 'глуповатый', 'благополучие', 'это', 'забота', 'аппарат', 'власть', 'народ', 'вид', 'доступный', 'качественный', 'социальный', 'благо']
780	['речь', 'патриотизм', 'благополучие', 'понять', 'сделать', 'благополучный', 'стать', 'патриот', 'если', 'понять', 'извинить']
781	['любить', 'уважать', 'место', 'просто', 'использовать']
782	['патриот', 'жертвовать', 'себя', 'ради', 'благополучие', 'другой', 'в', 'данный', 'случай', 'нужно', 'заводить', 'речь', 'патриотизм', 'коли', 'цель', 'собственный', 'благополучие']
783	['правый', 'вот', 'ради', 'кто', 'именно', 'ради', 'буржуазия']
784	['ради', 'человек', 'который', 'жить', 'ваш', 'государство', 'ваш', 'двор', 'дом', 'ради', 'детский', 'смех', 'улица']
785	['человек', 'получить', 'выгода', 'идти', 'определённый', 'человек', 'вы', 'наивный']
786	['рад', 'ленточка', 'который', 'дать', 'волонтёр']
787	['думать', 'что', 'туса', 'это', 'честь', 'присоединение', 'крым', '🤣']
788	['аннексия']
789	['история', 'учить']
790	['учить']
791	['её', 'знать', 'поход', 'чукча', 'читатель', 'писатель']
792	['слава', 'бог', 'россия', 'возвращать', 'свой', 'территория', 'возвращаться', 'свой', 'законный', 'исторический', 'место']
793	['когда', 'аляска', 'возвращать', 'планировать']
794	['тайга', 'китай', 'отдать', 'раздербанить', 'дрова']
795	['завтра', 'утром']
796	['слабоумный', 'я', 'сказать', 'слабозадый']
797	['чмота']
798	['а', 'снег', 'деться', 'у', 'новосибирск', 'сугроб', 'ещё', 'лежать']
799	['ленинский', 'практически', 'снег']
800	['красный', 'проспект', 'никуда', 'деться', 'скоро', 'лето', 'сам', 'растаять']
801	['здание', 'правительство']
802	['пройти', 'здание', 'правительство', 'приезжать', 'травниковый']
803	['здание', 'правительство', 'идти', 'далеко', 'район', 'м', 'заельцовский', 'гагаринский', 'снег', 'хватать', 'вчера', 'точно']
804	['радоваться', 'походить', 'нормально', 'а', 'заельцовский', 'плитка', 'кривая', 'ходить', 'невозможно', 'и', 'сугроб', 'гора', 'мусор', 'двор', 'скрыть']
805	['двор', 'ребёнок', 'ещё', 'царь', 'гора', 'играть', 'возле', 'администрация', 'ещё', 'январь', 'вывезти', '😁вон', 'сугробчик', 'человек', 'видно']
806	['барнаул', 'поехать', 'походить', 'родный', 'ленинский']
807	['вы', 'сравнить', 'ленинский', 'красный', 'на', 'красный', 'вообще', 'даже', 'аллейка', 'нормальный']
808	['спрос']
809	['новый', 'флэшмоб', '🤔']
810	['патриот', 'мочь', 'раздавать', 'триколор', 'российский', 'патриот', 'должный', 'раздавать', 'трехцветник']
811	['нафиг', 'нужный', '😎']
812	['как', 'япония', 'сделать']
813	['ага']
814	['здоровый', 'ты', 'пропадать']
815	['дом']
816	['бухать', 'в', 'вк', 'заходить', '🤔']
